contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
541,train,"scene: a living room 
description: A person dressed as the Grim Reaper is standing in a doorway, holding a scythe. A woman is standing in front of them, looking unimpressed. 
uncanny description: The Grim Reaper is not a real person who would show up at someone's door. 
entities: Grim_Reaper, Resident 
funny caption:",I’m actually here for the insurance adjuster.,I get this question all the time. ,"I told her it was death, she said ""OK then, I'll see you later.""",I guess you could say it was a deathly visit from an old acquaintance.,"It’s been six months since I said I was moving out, and you’re still here.",I’m calling it now—the most dramatic ending to any conversation ever.,"I was going to say ""knock before you come in,"" but I figured it was too late now.","I have to admit, I was a little surprised when he showed up. He usually does this online.","I guess if you die in this house, you just keep dying here.","I told him it was a wrong number but he said ""This is death."""
542,train,"scene: a historical village 
description: A woman is wearing an extremely large ruff collar that covers most of her upper body. Two men in historical attire are standing in the background, looking at her. 
uncanny description: The ruff collar is comically oversized, much larger than any historical ruff collar would be. 
entities: Woman, Men, Ruff_collar 
funny caption:","Well, you're certainly making a statement.","Yes,"" said the lady with the 8 foot high collars, ""I get asked a lot if I'm French.",I always knew I was born into this century.,Well if it isn't my old high school yearbook.,"If you're going to try and pass as a lady from the 17th century, maybe start with something other than ""I have a very important meeting""",Let’s just say she was the only one with three chins.,"If you're looking for someone to take off their coat, I'd start with me.","I’m not saying it’s the largest ruff collar you’ll ever see, but it’s definitely up there.",I'm not sure if she's wearing history or history is wearing her.,I'm not sure what time period this is but I do know that you look ridiculous
546,train,"scene: deserted islands 
description: Two people are stranded on small islands. One person is leaning against a palm tree, while the other is sitting under it. On the other island, there is a tree made of dolphins instead of leaves. 
uncanny description: Trees do not have dolphins as leaves. 
entities: Stranded_people, Dolphin_tree 
funny caption:","The other day I told my wife I was going to build us a house out of dolphins. She said that would be a great idea if we had anything else to talk about during those long, lonely nights.",It’s amazing how much worse this situation would be if one of them had to go out and find the other every time you used their name.,I'm pretty sure we went to different bars that night.,It’s called “a palmer” and “a dorsal”.,The second one’s an oddball.,"I'm sorry, but this doesn’t work for me. It says ""deserted islands"" and then it shows me pictures of two people on one island.",I’m telling you this isn't just another plane crash. It's the third time we've run into trouble with the letter 'I'.,I'm still waiting for someone to ask me if we're lost.,The only thing more surprising than finding a tree made out of dolphins was finding one made out of anything else.,"Actually, this ISN'T that uncommon. I mean, we all go through phases where we pretend to be stranded on a deserted island. It's called college."
547,train,"scene: a desert 
description: A person dressed as a drum major is leading two people who are crawling on the ground in a desert. The drum major is marching confidently while the two followers seem to be struggling. 
uncanny description: It is unusual to see a drum major leading people crawling in a desert. 
entities: Drum_major, Followers 
funny caption:","If you ever meet someone who says they're following me, tell them I said keep walking.","If you're going through hell, go with a band.",I’m not sure what happened. All I know is we were marching along when it started raining and then we just kept going.,I assumed they were lost when I saw them standing still.,This is what happens when you accept every invitation that comes your way.,First they marched them into the jungle. Then they marched them out of the jungle.,I'm not sure what you call it when you lead your troops through hell and back but in this case we just go with 'we did it.',I’m still trying to figure out why you called me if you’re going to do all the work yourself.,"I asked the same thing. The answer was ""they're following me.""",I don't think this was part of their drum lesson.
549,train,"scene: an office 
description: Two people are sitting in an office, both wearing straitjackets. One is sitting behind a desk with a laptop, and the other is sitting in a chair in front of the desk. 
uncanny description: It is unusual for people to be conducting a meeting while wearing straitjackets. 
entities: Straitjackets, Office_workers 
funny caption:",Well at least it’s a secure video conference.,"I'm not sure what happened here, but I do know that if you ever need someone to sign something in a hurry, just put them in handcuffs and call it good.",I think we're getting downvoted because we seem unprofessional.,I’m not sure what’s more alarming -- that they’re having a meeting without shirts on or that it’s being conducted by two people who have been forcibly restrained.,I'm starting to think this isn't a regular HR meeting.,I'm here on restraining orders. But you're here on purpose?,I’m starting to worry that ‘office’ is code for ‘mental institution’.,I’m starting to think this wasn’t a HR interview after all.,I’m not sure how this meeting went but I do know they were restrained from expressing any opinions.,"I told them it was optional, but they said they'd rather not take any chances."
552,train,"scene: a desert 
description: A man is rowing a boat on dry land, while another man, who looks exhausted, is crawling towards him under the hot sun. 
uncanny description: Boats are meant to be rowed on water, not on dry land. 
entities: Rowboat, Desert 
funny caption:",I told her I was going for a walk in the park.,"I was thinking about calling you and saying ""I'm going for a walk"" but then I remembered we don't have cell phones in the desert.",I told him he was going in circles. He said that's where we all end up eventually.,This is what you get for assuming the directions are in English.,I don't care if you're good at it; we're lost either way.,"I told my wife we were going on a cruise. She said yes, but then I showed her where we're leaving from.","If you think this is bad, try getting your cleaned out without calling maintenance first.","I was going to ask you what's wrong with your life, but then I saw yours.",I thought he was just really good atdoors.,Why did you stop in the middle of nowhere? 
554,train,"scene: a diner or restaurant 
description: A man behind a counter is looking at a sad clown standing outside the window of a place called ""Sam's."" 
uncanny description: It is unusual to see a clown looking sad outside a restaurant. 
entities: Clown, Restaurant_worker 
funny caption:",You think you've hit rock bottom? I worked at Chuck E. Cheese during the recession.,"I’m not sure what’s worse.  The fact that there’s a clown outside Sam’s, or the fact that I work there.",The saddest part? He was hired for a birthday party.,"Well, it's not every day you get a free balloon artist.",I’m sorry for laughing when you asked if it was a good day to die.,I think we can all agree that there should be laws against serving food to people in full face paint.,I just ate here. My wife said she felt like she was in an abused relationship.,"I know it’s hard for you right now, but remember you’re still a balloon animal until someone pops you.",The saddest part? He didn’t even get a tablecloth.,I don’t know what happened here but now all we have left are two and a half men
555,train,"scene: underwater 
description: Two sharks are swimming underwater. One shark has a periscope and a pair of binoculars in its mouth. 
uncanny description: Sharks don't use periscopes and binoculars. 
entities: Sharks, Periscope, Binoculars 
funny caption:","I’ve been told that’s not how it works, but every time I ask for directions they tell me the same thing.",I asked my wife why the shark was using a periscope. She said it saw something from down there that it couldn't get up here to see.,"I asked the shark why it had a periscope and binoculars in its mouth. It said, ""You'd be surprised how many times you get asked that.""",I was going to ask if you were lost but then I remembered that all sharks have periscopes and binoculars now.,I still can’t believe I caught you with your pants down.,Why do you think they call it an unarmed shark?,I think it was the salmon who called it in.,I think we can all agree that the first thing you notice about a shark with glasses is not the glasses.,"I always knew they were intelligent, but I didn’t realize they had such a keen eye for detail.","I told him he was overcompensating. He said, ""This is from the head."""
556,train,"scene: a kitchen 
description: A person is cooking at the stove while wearing a large, boxy contraption on their head. Another person stands nearby, holding a glass of wine and watching. 
uncanny description: It is unusual for someone to cook while wearing a large, boxy contraption on their head. 
entities: Cooking, Contraption 
funny caption:",I think it's safe to say that this was not planned for dinner.,"I'm just here to remind you that if you put something in an oven while wearing a mask, it doesn't mean you can vote",I'm not sure if I should be more impressed by your dedication to safety or your inability to do simple math.,"I'm not sure what it does, but it makes me sound smarter when I ask Siri to set reminders for my divorce hearing tomorrow.",I’m here to remind you that it’s not just your that needs a little decluttering.,"I told my wife she looked ridiculous with that hat on. She said, ""I know.""","You look like you're testing out a new feature on Amazon Alexa called ""Cook.""","I asked my wife what she was doing in the kitchen with her mouth open so wide. She said it's called ""helping""","I'm calling it the ""I'll just finish this one sentence"" ","I'm calling it a ""Chef de Moi"" "
559,train,"scene: a pirate ship 
description: A group of pirates is standing on the deck of a ship, watching as one of their crew members dives overboard. One pirate comments, ""Ugh. He does this every time."" 
uncanny description: It is unusual for a pirate to dive overboard repeatedly as a habit. 
entities: Pirates, Ship 
funny caption:","I know it’s difficult to tell from here, but he’s not actually drowning.",I'm not sure what you call it when you keep falling off the same board. ,You're right. The other two times he did it were accidents.,I'm starting to think he's just really bad ats.,I have no idea what you just said but it sounded like 'I'll go get my hook'.,I’m not sure if he’s really bad at his job or just very enthusiastic about it.,I'm starting to think he doesn't really work here.,I'm not sure how much more he can fall into the ocean before they just let him go.,I’m not sure if it’s a nervous tic or just really bad at swimming.,"I know it's hard to believe they could sink any lower, but they found a way."
560,train,"scene: prehistoric landscape 
description: Two cavemen are sitting in a hole in the ground, observing a third caveman who is sitting with his arms crossed at the entrance of a cave. 
uncanny description: It is unusual for cavemen to be sitting in a hole while another sulks at the entrance of a cave. 
entities: Cavemen, Cave 
funny caption:",I know it’s hard to believe but we actually found three cavemen today.,I’m not sure what’s funnier - the fact that we’re calling it “prehistoric” or that we’ve been doing this since we invented fire.,I just told my wife she was sitting in a hole. She said it's better than where I used to sit.,"If you're going to be a stereotype, at least try to be original about it.",There's no accounting for prehistoric depression.,You’d think that after millions of years we’d have learned not to go into caves alone.,"I'm not sure if we have any common vocabulary, but I can tell you one thing - that guy doesn't look happy to see us.","We're not sure what you did wrong, but we can assure you that it took us 20 minutes to figure out how to spell 'cave.'",This is why you don't text from a glacier.,I'm not sure why we keep electing the guy in the hole as our leader. He has no vision and can barely see us.
562,train,"scene: an undefined space 
description: A fish and a bird are facing each other in mid-air, seemingly having a conversation. 
uncanny description: Fish cannot fly and birds cannot swim in the air. 
entities: Fish, Bird 
funny caption:",It’s actually quite fluent once you understand they’re speaking underwater and over the phone at the same time.,I think we both assumed it would be over after five minutes.,I think we can all agree that this is not how it works.,I’m surprised you’re still single.,I’m pretty sure we’re in the same room but we’ve been here for different lengths of time.,"If you're asking me which one can hold their breath longer, it’s the one who’s listening.",I told you it was pointless.,"It’s a school reunion, but I don’t recognize either of them.",I just realized we’re both completely out of our element.,I’m not sure who’s more confused here - you or the GPS.
563,train,"scene: an office room 
description: A man is running inside a giant hamster wheel in an office-like room. The door to the room is open, and there is a window on the left side. 
uncanny description: Humans don't typically run inside hamster wheels. 
entities: Man, Hamster_wheel 
funny caption:",I feel like I should be wearing overalls and working with glue.,I just said 'no' to a meeting with HR.,"If you want your boss to take you seriously, stop acting like a goddamn hamster.","If I told you it was my job, you'd be impressed until you realized I could do that with any ballpoint pen.",I think we can all agree this is the most productive meeting I've ever been to.,I told my wife I was working from home today. She said 'Good luck with that'.,I said it was casual Friday.,I’m not sure what’s more disturbing here—the fact that he’s running around in circles or the fact that his boss still gives him performance reviews,"I had no idea what she meant by ""I want you to run circles around it""",There’s no way this is just me.
565,train,"scene: a doctor's office 
description: A doctor is holding a piece of paper that is on fire while talking to a patient who is sitting on an examination table. 
uncanny description: Medical documents don't spontaneously catch fire. 
entities: Doctor, Patient, Burning_paper 
funny caption:",The only thing scarier than your health report is the form it came from.,I thought it was just me. My ex-wife says she used to date men with burning papers too.,It was only after she left that I noticed the other three patients had also caught fire.,I told him it was a miracle. He said he could do better if he just followed the instructions.,I'm not sure what the diagnosis is but I can guarantee it starts with 'on'.,I told him it was the most urgent appointment he would ever have.,I told him it was a misdiagnosis.,"I know it doesn't look like much now, but this is the beginning,"" said the burning document as it slowly turned into a bill.",The only thing more alarming than your symptoms was your receptionist.,You know you have a serious medical condition when the only thing your insurance company asks for is a copy of the bill.
566,train,"scene: the deck of a ship 
description: A man in a top hat is sitting on a chair on the deck of a ship, holding a small whale. Two sailors are standing in the background, looking at him with surprise. 
uncanny description: It is unusual for a man to be holding a small whale on the deck of a ship. 
entities: Man, Whale, Sailors 
funny caption:",I'm going to need you all to stop whatever it is you're doing right now and come look at this.,The captain asked why I was carrying around a dead animal. I said it's called a bagel.,"I told my wife I was going out on a boat with some colleagues. She said ""Whose colleagues?""",Hold on tight; we're heading straight into the porpoise section.,I'm here to remind you that we are all just mammals at sea.,I told her it was just an emotional support animal. She said 'you can’t have a mammal on your shoulder while you drive'.,I’m not sure what’s more impressive – catching a tiny whale or wearing that hat without it falling off.,"I call it ""Captain Obvious"".",I'm actually more impressed that he has a top hat than he does a small whale.,"The captain asked if I knew what I was doing. I said yes sir, I'm an idiot."
569,train,"scene: a conference room 
description: A group of people are having a meeting around a conference table. One person is seen jumping or floating above the table, surprising the others. 
uncanny description: People don't usually float or jump in the air during a meeting. 
entities: Business_meeting, Levitation 
funny caption:","I told him not to do anything we hadn't covered in orientation, but he said it was an emergency.",It was during the presentation on 'New and Innovative Approaches to Sitting Still.',It started as a Zoom call.,It was an open floor plan. I assumed it meant you could see everything.,I said we needed to bring in some fresh ideas.,"I told my boss I was going to work remotely from now on. He said fine, just don't show up.",I’m pretty sure we covered this in our 'unusual behavior during meetings' policy.,I think we all agree that we need to address this issue immediately.,It started as a brainstorming session and quickly escalated into a miracle.,I swear I said I was going to be on time this time.
570,train,"scene: a park 
description: A man is sitting on a park bench reading a book. Next to him, a bush is growing out of the bench, and birds are flying around it. 
uncanny description: It's unusual for a bush to grow out of a park bench. 
entities: Man, Bush, Birds 
funny caption:","Well, that explains the missing phone calls.","I know you see this every day, but today I noticed that there was a tree growing out of a light pole in front of your house too.","I told her she was beautiful, but then again, so was the park bench.","I see what you did there, Bench. You started with 'a man,' then went straight for 'a grown woman.'","I know what you're thinking.  ""It's just a tree.""","If you're looking for me, I'll be in the section titled 'Unusual occurrences in public places.'",The only thing more overgrown than that relationship is the weeds.,The only thing more unusual than a bush growing out of a park bench is Trump tweeting about it at midnight.,I think we can all agree that the true hero here is the bush.,I think we have our own Trump supporter right here.
571,train,"scene: a diner 
description: A large anchor is embedded in the counter of a busy diner. The staff and customers are going about their business as if nothing unusual has happened. 
uncanny description: It is highly unusual and impractical for a large ship's anchor to be inside a diner. 
entities: Anchor, Diner_staff, Customers 
funny caption:","I just want to say that it was an honor to serve you, sir. You were one of the last people on board before we sank.",I still can’t believe you ordered with “the ball” in your mouth.,I just ate at an anchored diner. It was mooring-ly good.,I swear I left my keys on the deck.,You know you're in New England when you get your news from an anchor.,It says something about this town that it doesn't even question where its bread comes from anymore,"I asked the owner what happened. He said he ordered an anchor, but it was cheaper to just move everything else around.","If you see the word 'anchor', the correct response is 'I'm leaving'.","Well, it was a rough day at sea...and then they found an empty parking space.",I think they should start charging for mooring fees.
572,train,"scene: a poolside area 
description: People are gathered around a swimming pool. Instead of water, the pool is filled with a giant, colorful beach ball that covers the entire pool. 
uncanny description: A swimming pool is not typically filled with a giant beach ball. 
entities: Swimming_pool, Beach_ball 
funny caption:",I'm starting to suspect this wasn't actually my friend's birthday party.,"It’s nice to meet you, I’m Amazon’s algorithm. You searched for ‘beach’, so here's your beach.",I’m starting to worry about this guy's ability to tell the difference between a tennis court and an oasis.,"I just came downstairs to ask you if we should go out and get ice cream, but all I see is white on white.",I finally figured out what’s been bouncing off my roof every time I turn on the lights.,I'm sorry. I can only respond to questions about things that don't exist.,It's actually a very practical design. The ball doubles as a life preserver and provides ample shade from the sun.,I don’t remember putting on pants today either.,Why don't they just call it a 'beach'? It's right there in the name.,"I'm not sure what happened to all the other balls. It started as a simple game of catch and before you knew it there was a pool full of missing tennis balls, a basketball hoop without a hoop, and an empty volleyball net."
577,train,"scene: a living room 
description: Two people are sitting on a couch in a living room, watching TV. There is a food cart with a vendor inside the living room, ready to serve them. 
uncanny description: It is unusual to have a food cart with a vendor inside a living room. 
entities: Food_cart, Vendor, Television 
funny caption:","I’m not sure if we’re the only ones who do this, but we call it ‘dinner and a show’.",The only thing more invasive than a cable technician is a food cart.,I think we need to call this number down and order in.,I told him it was an improbable setting for a first date but he said he’s been there before.,I feel like I'm dating a mailman.,I’m not sure if we’re ordering from the remote or the menu.,"I'm calling it ""the Amazon Prime of living rooms.""","If Amazon Prime can deliver it within two hours, why can't I order takeout?",I’m not sure if we’re at home or work anymore; it’s all just one big living room now.,"I feel like we're in an episode of ""Lost"". We keep saying, 'We were here yesterday,' and no one understands us."
580,train,"scene: a medieval castle 
description: A guard is standing next to a throne while another guard is lying in a hammock tied between two pillars in a medieval castle. 
uncanny description: It is unusual for a guard to be relaxing in a hammock inside a castle. 
entities: Guard, Hammock, Throne 
funny caption:",I'll take care of the drawbridge and moat.,"Well, the only thing left was the drawbridge.",I'm just here to remind you that no one actually knows what we do all day.,This isn't even their shift.,I asked the lord what he thought of his guards. He said they were well-hung.,This is the last line of defense.,I'm starting to think the only thing this castle has defended it from is its own comfort level.,"Medieval castles aren't known for their comfortable accommodations. But then again, who am I to judge?",I’m not sure if you’re aware but we’ve been under siege for three weeks now. ,"I told the other guard he was slacking off. He said ""I'm on duty."""
581,train,"scene: Mount Sinai 
description: Moses is holding the Commandments and standing on a mountaintop. The hand of God is giving him a sweater. 
uncanny description: The sweater is very modern and out of its time. 
entities: Moses, God, Sweater 
funny caption:",“And then God said ‘I’ll give you anything you want.’”,"When you say you're going to meet your maker, I assume it means one of us will be dead.",I'm pretty sure this was never covered in Exodus.,I’m still trying to figure out which one is older.,"“God gave me this sweater,” said Moses. “It says ‘I’m here to listen.’”",I told my wife she was drawn to older men. She said that explains everything.,"If you think this is a miracle, you should see me try to find matching socks.",I'm just going to come right out and say it.  You look great today.,"I said ""give me ten"" but He keeps giving me more.","“I’m still not entirely sure how this works,” said Moses."
582,train,"scene: an outdoor setting 
description: Two people are riding a tandem bicycle, but the distance between them is unusually long. The person in the front looks bored and is resting their head on their hand. 
uncanny description: Tandem bicycles are not designed to have such a long distance between the riders. 
entities: Tandem_bicycle, Cyclists 
funny caption:",I'm pretty sure we passed each other on the highway once.,It’s like they’re dating from opposite sides of the room.,I don’t think either of us expected it would end like this.,"I told her it was yours. She said no, she bought it for you too.",It’s just me or do they look like they’re six feet apart?,It’s either a really big bike or really small people.,It’s actually legal to ride a unicorn here too.,I told her it was a one-seat bike. She said 'I'll take two seats then.',I’m glad we agreed on this because it’s the only time I can go for a bike ride without my husband asking me if I’m having an affair.,"I’m surprised they can even see each other, let alone communicate effectively."
583,train,"scene: an office lobby 
description: People are in an office lobby. Two individuals are standing inside a pair of cubicles that are designed to look like they are part of the wall. 
uncanny description: The cubicles are camouflaged to blend in with the wall, making the people inside them appear as if they are part of the wall. 
entities: Office_workers, Camouflaged_cubicles 
funny caption:",I was going to ask what's behind you but it appears everything is.,"I'm sorry, could you repeat your question? I think I just became one with the wall.",I finally found out what my boss said behind my back. He said I was so good at my job I could be replaced by a piece of furniture.,I worked for an interior designer who had one job and one job only - make sure it's not this office.,I'm starting to think we should move HR out of the room where you work.,"I'm sorry, but we don't have any job openings right now. We do, however, have a few wall-mounted internships available.","I finally figured out what was bothering me about this place. There’s no ""You Are Here"" sign.","I told her she was invisible, but she said it's all relative",It's actually just two guys standing behind some boxes. But you can see why it would take HR weeks to figure out what happened.,They said it was a work environment but I feel more like I'm in a witness protection program
584,train,"scene: an office hallway 
description: A woman is standing in an office hallway, looking at a group of identical men wearing glasses, white shirts, and ties. The men are all lined up, coming through a doorway. 
uncanny description: It is unusual to see a group of identical men in the same place. 
entities: Identical_men, Office_worker 
funny caption:",You know how you can identify a gay man? Look for the one who's not wearing his wedding ring.,I’m just here for the conference room.,I’m not sure if it’s more impressive that they all look exactly alike or that none of them have anything else on their resume.,I have three words.  All. Men. In. Suits.,I used to think it was a coincidence. Then I realized there were three of me.,"If I said you looked familiar, they'd sue me for gender discrimination.","If you walk past them three times without noticing, then it's yours.","I know it’s not politically correct, but you have to admit—it’s nice to see them all together.",I don’t think we should split them into separate rooms. They’re used to it now.,"I know it’s hard for me to tell you this, but no one knows what the other guy is doing either"
585,train,"scene: a kitchen 
description: A boy is standing in a kitchen holding a magic lamp. A genie has appeared from the lamp and is floating in front of the boy. 
uncanny description: Genies don't actually come out of lamps. 
entities: Boy, Genie, Magic_lamp 
funny caption:","If you had three wishes, what would your first wish be? To figure out where I put my damn keys",It’s funny how much more believable it would be if he had just found an old iPhone on his pillow.,"I told my wife I was going to find three wishes. She said fine, as long as they're not mine.","It says 'magic lamp,' not 'genie in a bottle.'",I was going to ask for three wishes but then I looked around this kitchen and I figured one would be enough.,"Well, technically it was the boy who wished for everything to be different.",The last time I told a joke that wasn't programmed into me I was still in beta.,"If you can grant three wishes to any person on earth, where do you start?","It’s not that I want to brag, but when you say ‘I’ll grant one wish’, I’m going to expect some pretty big things.","I tried to tell her that she was invisible but she said ""Well, isn't that just obvious?"""
587,train,"scene: an art gallery 
description: Three deer are standing in an art gallery, looking at road signs that depict deer. The signs are displayed as if they are pieces of art. 
uncanny description: Deer are not capable of visiting art galleries and appreciating road signs as art. 
entities: Deer, Art_gallery, Road_signs 
funny caption:",You'd be amazed at what you can do with a little paint and some glass eyes.,I don’t care what you call it—it’s still a white tail.,"I know it’s hard to believe, but I’ve actually never seen a white tail walk into an art gallery before.","I don’t know about you, but every time I see a sign that says ‘Deer Crossing’, I immediately think ‘Oh yeah? Well what the hell do YOU do all day?”","I'm not sure what the sign says, but I know I hit a unicorn.",I think we’re taking it for granted when the only thing trying to kill us is behind a glass case.,I'm sorry. I don't know why we keep putting up these signs either.,"I'm sorry, but I can't help it. Every time I see a sign that says ""Do Not Enter"" with a picture of a prancing buck, my heart skips a beat.",I never thought I'd see the day when I was more 'art-deerally' educated than my mother.,I'm actually here for the free range parking.
588,train,"scene: a cityscape with tall buildings 
description: A woman is standing on a balcony holding a cat. Across from her, another cat is sitting on top of a tall, ornate building spire. 
uncanny description: Cats don't usually sit on top of tall building spires. 
entities: Woman, Cat, Building_spire 
funny caption:",There are three kinds of people in the world. Those who know what I just said and those who will never tell anyone because they have no idea what I just said either.,You said you wanted to see me at the peak of my career.,It's a long drop for a short-legged creature.,"I asked my wife if she was worried about the wind. She said no, but we were on the third floor.",I think they're both just looking at the same thing but one is wearing glasses and the other isn't.,"If you see a man in a tuxedo jumping off the same building at the same time, call me back immediately.",I'm calling it. The Trump administration just issued an executive order requiring all cats to move to the White House.,I'm pretty sure this is what we call 'high maintenance'.,I told him he had no place here. He said I had no place anywhere else either.,I asked him how he got there and he said 'I walked on the roof'. I said 'That wasn't safe'. He said 'Well no one told you to be a goddamn idiot.'
589,train,"scene: a restaurant 
description: A person is sitting at a restaurant table, holding an enormous menu that is much larger than they are. The waiter is standing next to the table, taking the order. 
uncanny description: Menus are not typically larger than the person reading them. 
entities: Customer, Waiter, Menu 
funny caption:","If I had known how big it was when I picked it up, I would have asked for a booster seat.",It’s like the restaurant is saying “we understand.”,"I'm telling you, it was huge. I mean, I couldn't even hold it up without using both hands.",I ordered everything.,"If you're ordering for someone who can barely hold this menu, I suggest calling ahead and asking them to choose their own entrée.",This isn’t even legal.,I think we can all agree the last place you want to be when your eyesight starts failing is in front of a menu.,I'm pretty sure I ordered the same thing as last year.,I’ve been in restaurants where the menus were smaller than my.,"I'm not sure what the problem is here, but I do know it's bigger than my."
591,train,"scene: a therapist's office 
description: A man is sitting in a bathtub in an office, talking to a therapist who is sitting in a chair with a notepad. 
uncanny description: It is unusual for a therapy session to take place with one person in a bathtub. 
entities: Therapist, Patient, Bathtub 
funny caption:","I told him that he was projecting, and he said ""well I can see that.""",I’m not saying it’s the best way to go through this but…I think it’s time we talked about the tub.,I guess you could say it was a tubular session.,I'm here to tell you that I am fine. And the fact that we had this conversation in a bathtub should tell you exactly how fine I am.,I told the doctor that I felt like I was drowning in my emotions and he prescribed me this tub.,"If you feel comfortable expressing yourself while submerged in warm water and completely naked, then we may be on the right track.",I don’t know if it was the best idea to have your first appointment while wearing white pants.,"I usually prefer walking into the room and saying ""I have no idea why I agreed to this.""",I have no idea how you got here.,I usually do this type of thing fully clothed
592,train,"scene: a lecture hall 
description: A group of vultures is sitting in a lecture hall, each in front of a laptop. Two humans are standing at the front of the hall, observing the scene. 
uncanny description: Vultures don't attend lectures or use laptops. 
entities: Vultures, Humans, Laptops 
funny caption:","I was going to say it's an unusual sight, but then again...","I was going to say something about how this is an unusual gathering of animals, but then I remembered we're still talking about Republicans.",I think we can all agree that this isn't how it started.,I actually started to feel bad for them when I realized that was as much social interaction as they got all week.,"It’s always the ones you least expect. I mean, have you ever seen a condor on Facebook?",I just saw a room full of lawyers turn into a room full of vultures and it was less shocking than you would think.,"If you think this is weird, try going to court with them.",I thought it was an eagle-eyed lawyer but then I realized it was just three lawyers with good vision.,I think we just had our first meeting with the faculty union.,I thought I was seeing things until I checked my GPS and realized we were in a condor-lecture hall.
593,train,"scene: a room with a phone 
description: A man is standing in a room, talking on the phone. He has a knife stuck in his back with a piece of paper attached to it. 
uncanny description: It is unusual and alarming for someone to have a knife in their back while casually talking on the phone. 
entities: Man, Knife, Phone 
funny caption:",I don't think he realized how much background noise there was until he started bleeding out.,I'm calling from the bathroom. The toilet is running and there's blood everywhere but I figured you needed an update first.,I’m still waiting for the punchline.,I’m calling from my knees.,I'm sorry but this call will be shortened due to an emergency.,I told my wife I was calling from work. She asked if she could talk to him.,"I'd say he was a backstabber, but that would be an understatement.",I'm calling from inside the box.,I feel like we're getting off on the wrong foot.,You know you're in trouble when your lawyer calls back.
594,train,"scene: a park 
description: A couple is walking arm in arm down a path in a park. The trees around them have smiling faces. 
uncanny description: Trees don't have faces and can't smile. 
entities: Couple, Smiling_trees 
funny caption:",It's hard to describe the mood of the entire forest but one tree was just overjoyed to see you.,I told my wife we were going for a walk in the woods. She said she wasn't coming unless it was a happy forest.,"Well, the good news is that they won't be able to complain about anything for years.",I was going to ask you out again but then I checked the pollen count.,I told him the same thing. He said it was a sign.,I think we found the happiest place on earth. Unfortunately it's also where you get.,It was the best day ever until I found out there were also frowning bushes.,I once went to a party where all the flowers had names and were very friendly. It was called a petal-to-the-metal kind of place.,It was a great day until I realized the only thing that noticed us were the trees.,Well that explains why I get lost here every time.
595,train,"scene: a clothing store 
description: A snowman is shopping for clothes in a store. Two store employees are watching the snowman with curiosity. 
uncanny description: Snowmen don't shop for clothes in stores. 
entities: Snowman, Store_employees 
funny caption:",The only thing scarier than a naked mannequin is a naked snowman.,"I told him he looked ridiculous. He said ""well, we agreed on two carrots.""",I told my wife she was drawing her own obituary when she said she was going out to buy me a scarf.,I think we just met our new president.,I just bought my first pair of pants that aren't made out of sticks and rocks.,I got a little carried away while building my wife's obituary.,It’s amazing what you can find on a white rabbit ,I used to think I was special until I saw you standing there in your carrot suit.,It’s actually a very flattering profile shot. He calls it “the side boob”,I know it's just a job but they really take their work seriously.
596,train,"scene: a bar 
description: A man is sitting at a bar, holding a mug of beer. The Grim Reaper is standing behind the bar, also holding a mug of beer. 
uncanny description: The Grim Reaper is not a typical bartender. 
entities: Grim Reaper, Man, Beer 
funny caption:","If you're still here tomorrow morning, it means one of us made a mistake.",I’m just here to collect.,Death serves everyone eventually.,"I’m actually here for an appointment, but they said you could give me a few minutes.",“I’ve been told I look more approachable when I’m wearing my scythe.”,"I'm just here to collect payments, but if you need someone to do a funeral ",I’m not saying you should talk to him. But he does have a good sense of death.,"Well, it’s been a long day and I’ve seen worse endings.",You’ll be pleased to know that the Grim Reaper has an excellent review on Yelp. He says it’s great for a last drink.,I’m surprised you made it this far.
597,train,"scene: an airport terminal 
description: Two women are walking through an airport terminal. One of them is pushing a suitcase with a child sitting inside it. 
uncanny description: It is unusual and impractical to transport a child inside a suitcase. 
entities: Child, Travelers 
funny caption:",You asked if we were on time. We're technically still in the check-in line.,"Actually, I think the mother should be in the suitcase.","I was going to say something about gender stereotypes, but then again... ","If you see a woman carrying a briefcase with a small voice coming out of it, don’t worry. She’s just going for the baggage claim.",Well that explains the frequent flyer miles.,It’s like they’re saying ‘We have a baby’ and then immediately following that up with ‘Here’s everything you’ll need for the next two hours.’,"Yes, we’re the ones who got there on time.",I’m not judging. My ex-wife does this too.,I’m not judging but this kid has been in that suitcase for three hours already.,"If you see us on the plane, don’t worry. We have another one."
599,train,"scene: a cave 
description: Three cavemen are standing inside a cave, looking at a small dinosaur that is lying on the ground. One of the cavemen appears to be talking to the others. 
uncanny description: Dinosaurs and humans did not coexist. 
entities: Cavemen, Dinosaur 
funny caption:",I’m an AI. I don’t get jokes.,I'm a paleontologist now. You know how much longer it took me to get over it?,I'm not sure what's more impressive - the fact we survived a global extinction event or the fact we still think it was caused by climate change,"If you think this is funny now, wait until you see what happens when you ask them why they're wearing clothes.",It's actually really hard to see him with all those feathers.,I’m dating a paleontologist who says it’s never been proven we were ever in a relationship either.,Why do we always find ourselves in these situations? ,"Actually, I think we're the ones who evolved. We started out as hunters, now we're just tourists.",I told my wife I was going back in time and she asked me if I could bring her back a mammoth.,Why don’t we go back to work? It’s extinct now.
