contest_number,image,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
661,661.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a fairytale landscape 
description: Snow White is standing and smiling while the seven dwarfs are roller skating around her in a joyful manner. There is a castle in the background. 
uncanny description: The seven dwarfs are roller skating, which is anachronistic for their time period. 
entities: Snow White, Seven Dwarfs, Roller Skates 
Generate a funny caption for the image: [/INST]","White's first attempt at teaching her new stepchild social skills.""","White's got nothing on her rollerblading skills - she makes the Seven Dwarfs look like amateur skaters!""","White's surprise party goes on wheels!""","White: 'I'm loving this modern twist on my classic tale!'""","White's surprise at finding her dwarfs had graduated from mining to roller derby!""","White's Royal Ride: When Fairy Tales Get a Wheel Upgrade!""","White's Fairy Tale Workout: 'Dancing in a Barrel' Meets 'Roller Disco on Ice'""","White's new marketing strategy for dwarf tourism.""","you realize your princess status comes with its own speed bump obstacle course!"" - Victoria Roberts","White's surprise party takes a modern twist!"""
663,663.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a kitchen 
description: Two people are looking at a pizza box on a table. Inside the pizza box, there is a miniature scene of two people having a romantic dinner. 
uncanny description: It's unusual to find a miniature dinner scene inside a pizza box instead of a pizza. 
entities: Pizza_box, Miniature_people 
Generate a funny caption for the image: [/INST]","even your takeout date requires a reservation.""","your significant other surprises you with a heartfelt handmade 'pizzagami'.""","your 'date night' ends up being a tiny time warp.""","zy date night inside a pizza delivery bag... because who needs candlelight when you have cheese?""","your date expects romance, but all you have is a leftover slice.""","your date insists it's 'mini golf night' instead.""","reality doesn't meet your expectations, it's time to create your own!""","your date says they're 'not into big gestures'."" -Panckeri","your love is so hot it needs its own cooling chamber.""","your date shows up with a tiny, unexpected twist to their 'pizza night' plan."""
681,681.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a city street 
description: A man and a woman are walking down the street. The man has crab claws instead of hands, and the woman looks annoyed. 
uncanny description: It is unusual for a person to have crab claws instead of hands. 
entities: Man, Crab_claws, Woman 
Generate a funny caption for the image: [/INST]","your date has a serious case of 'shellfish' behavior.""","your date shows up with unexpected 'shell-fishing' skills.""","your date shows up looking like he's been fishing for human companionship.""","your friend forgets the 'seafood' part of the dinner reservation.""","your date's clawsome behavior makes you feel like a fish out of water.""","your date shows up with seafood vibes.""","you forget your retractable 'crabber' at home and decide to 'shell' out on a shopping spree.""","your date's surprise 'seafood night' turns out to be literal.""","your date shows up wearing crustacean accessories—it's 'shell' of a situation!""","your date's seafood allergy turns out to be literal."""
685,685.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a forest 
description: Two hikers in the woods encounter a giant honey bear bottle with a spout on its head. The hikers look surprised and cautious. 
uncanny description: A giant honey bear bottle with a spout on its head is walking in the woods, which is not something you would ever see in real life. 
entities: Hikers, Anthropomorphic_honey_bear 
Generate a funny caption for the image: [/INST]","your trail mix comes alive.""","you're lost in the wilderness and your only hope comes in a jar!""","you're out for a leisurely hike, but the forest decides to serve you with a side of sticky adventure.""","your sweet tooth leads to unexpected wild encounters.""","your trail mix comes to life and starts pouring itself into camp.""","you find out your trail mix was a bad idea.""","you find out your favorite honey brand isn't just a bear - it's a literal bear!""","your trail mix isn't enough to satisfy your sweet tooth, even in the wild.""","even the bears have an 'on the go' attitude.""","you're just trying to find a snack and end up meeting your match—the Great Honey Bear!"""
695,695.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a restaurant entrance 
description: A waiter is standing at a podium, looking surprised at a slice of bread with a face, arms, legs, and a bow tie. 
uncanny description: Bread does not have human features or wear bow ties. 
entities: Waiter, Anthropomorphic_bread 
Generate a funny caption for the image: [/INST]","your dinner guest shows up dressed like the main course.""","your best customer walks in—a loaf of surprise!""","your dinner guest shows up before you've even finished setting the table.""","your bun decides it wants to run the show.""","you realize the 'loaf' of bread you ordered was literally a loafer.""","your dinner rolls over for dessert.""","secret ingredient? 'Bread Personality'.""","you realize your favorite bakery has a secret life.""","surprise when your daily bread comes alive and orders dinner!""","your bakery's new pastry insists on being served like a guest of honor!"""
696,696.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a dining room 
description: A cowboy is pouring coffee from a pot into a coffin that is placed on a dining table. Two people in formal attire are sitting at the table, looking at the cowboy. 
uncanny description: It is unusual and unsettling to see a cowboy pouring coffee into a coffin at a dining table. 
entities: Cowboy, Coffin, Diners 
Generate a funny caption for the image: [/INST]","s like the cowboy's serving up a fresh brew - and a chilling experience!""","your morning brew just won't cut it.""","you realize your morning cup of joe is served with a side of impending doom.""","your barista is also a mortician...and it's 'cold brew' time.""",", it looks like we've got our own private blend—a cup o' Joe with a twist!""","your morning starts off as rocky as the terrain you're used to.""","not every day you wake up to find your morning brew being served straight from the source.""","your morning brew comes with a side of resurrection.""","your morning cup wakes you up faster than a lasso around the neck.""","your morning brew comes with a side of finality."""
697,697.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a train station 
description: A man is walking the plank off a train, while a pirate and another person watch from the train door. 
uncanny description: It's unusual to see a pirate making someone walk the plank off a train instead of a ship. 
entities: Pirate, Train, Plank 
Generate a funny caption for the image: [/INST]","you find out your 'treasure map' was really just directions to the next stop on the subway.""","the captain says 'Walk the plank,' it's always on land... except this time!""","only time it's okay to walk the plank—on a subway!""","your boss catches you sleeping at work—on a train!""","the captain says 'walk the plank,' it's usually on the deck of a ship, not next to a commuter train!""","only way to disembark this pirate-themed amusement park ride.""","you realize your pirate career wasn't quite what you signed up for.""","your captain says 'walk the plank,' he means it literally.""","you're late because you forgot your ticket, it's 'walk the plank time.'""","your boss says 'walk the plank,' it usually means stepping out of line at work—not aboard a pirate-run commuter train!"""
700,700.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a pharmacy 
description: A centaur is standing at a pharmacy counter, talking to the pharmacist. The centaur is holding a prescription bag. 
uncanny description: Centaurs are mythical creatures and do not exist in real life. 
entities: Centaur, Pharmacist 
Generate a funny caption for the image: [/INST]","your insurance plan covers 'otherworldly' prescriptions.""","cription for a unicorn's sprain? Must be magic!""","even your local pharmacist needs to ask, 'Are we sure this isn't a horse pill?'""","your horse's cold remedy comes in human size.""","your horse decides it's time for its own medication.""","cription for a mythical backache: one horse's behind.""","your horse's been prescribed something stronger than oats...""","your horse-like friend needs a refill on their daily dose of magic potion.""","your insurance only covers ancient mythological creatures.""","your 'equine' insurance doesn't cover hoof care..."""
701,701.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a restaurant 
description: A waitress is taking an order from a mouse that is sitting at a table and holding a menu. Other patrons are visible in the background. 
uncanny description: Mice do not sit at tables and order food from menus in restaurants. 
entities: Waitress, Mouse, Menu 
Generate a funny caption for the image: [/INST]","'Mousy' becomes more than just a nickname.""","your usual cheese platter isn't on the menu.""","your usual pizza spot closes down and you have to dine like a human.""","the restaurant runs out of their usual pests, it's time for a change in clientele.""","you're feeling like royalty, even a simple cheese platter seems like a feast.""","'fancy mousse' becomes literal.""","you realize your 'mouser' skills aren't just for catching mice.""","your specialty becomes everyone's 'pet' menu item.""","'mouse' becomes your new best friend.""","you realize your 'secret' dining spot isn't so exclusive anymore."""
706,706.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a forest 
description: Two hikers with backpacks and walking sticks are walking through a forest. They come across two subway trains labeled ""2"" and ""A"" in the middle of the woods. 
uncanny description: Subway trains do not belong in the middle of a forest. 
entities: Hikers, Subway_trains 
Generate a funny caption for the image: [/INST]","on: ""When you take a wrong turn on your hike and end up at a lost subway station.""","in transit: When even your daily commute becomes a wilderness adventure.""",on: When your hike takes a turn at the wrong subway stop!,"you take a wrong turn on your hike and end up in the heart of Manhattan's subway system.""","your sense of direction leads you straight into an underground metro system...in the woods.""",id the subway trains end up in the woods? Because they took the wrong turn at the station!,"your GPS takes you on a wildly unexpected detour.""","your GPS accidentally reroutes you into a parallel universe where public transit has a way of blending in with nature.""","on: ""Lost in Translation: When your hike takes a detour through the underground!""","ell, it's clear we've taken a wrong turn at 'Woody Avenue.' Let's just hope this is only a local stop!"""
709,709.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an office building 
description: A woman with a briefcase is waiting for an elevator. The elevator doors are open, revealing people inside who appear to be engulfed in flames. 
uncanny description: Elevators do not typically contain people who are on fire. 
entities: Elevator, Flames, Office_worker 
Generate a funny caption for the image: [/INST]","your presentation goes up in smoke... literally.""","you realize your coworkers' 'team spirit' wasn't quite literal enough.""","the 'Hot' button accidentally gets a little literal.""","your performance review goes up in smoke!""","your boss tries to rush you into a meeting.""","your colleague's presentation goes up in smoke... literally.""","your coworkers take 'working under pressure' way too literally.""","the boss walks into the meeting room... 💥""","your boss says 'I need you to light a fire under that project!'""","your meeting goes up in smoke... literally."""
717,717.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a living room 
description: Two people are sitting on a couch in a living room. A giraffe's head is poking up through a hole in the floor in front of them. 
uncanny description: It is unusual to see a giraffe's head coming up through the floor in a living room. 
entities: Giraffe, People 
Generate a funny caption for the image: [/INST]","s like we have our very own 'upstairs neighbor' now!"" - The couple sharing a surprised look at their unexpected visitor.","your neighbor's party gets out of hand.""","needs a window when you have a giraffe door?""","your friend says they have a 'unique perspective' on things.""","your houseguest gets a little too curious about the underground club.""","your friends show up unexpectedly... from below!""","your Zoom meeting turns into a wild safari.""","your Zoom meeting unexpectedly turns into a safari.""","your friend says 'let me show you my new floor ventilation system' and it turns out to be a real live giraffe.""","your party gets a little too wild."""
721,721.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a playground 
description: Two children are playing in a sandbox. One child has built a tall sandcastle tower and is inside it, looking out from a window. The other child is kneeling outside the tower, adding more sand to it. 
uncanny description: It's unusual for a sandcastle to be tall enough for a child to sit inside. 
entities: Children, Sandbox, Sandcastle 
Generate a funny caption for the image: [/INST]","you realize your friend's 'tall castle' plans were just a tiny fort all along.""","you realize your 'fort' was meant for Barbie dolls.""","you realize your castle isn't just a sandy fortress—it's a full-fledged kingdom!""","you realize your 'tall' castle isn't so grand after all.""","you're king of your own tiny kingdom.""","you realize your castle isn't just a sandy abode; it's a fortress against boredom.""","you realize your friend forgot to invite you to their sandcastle clubhouse.""","tiny kingdom was under siege from the relentless hands of its own builders!""","castle was supposed to protect him from his own imagination!""","your little brother thinks he's King Sand and you have to play his game."""
729,729.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a castle 
description: Two royals, a king and a queen, are lounging in a hammock inside a castle. A guard is standing at the entrance, watching them. 
uncanny description: It is unusual for royalty to relax in a hammock inside a castle. 
entities: King, Queen, Guard, Hammock 
Generate a funny caption for the image: [/INST]","the kingdom's workload isn't quite done, even kings and queens need a moment to rest their weary crowns.""","you're royalty, even your relaxation is regal—and sometimes a little risky.""","you've been ruling for centuries, even the most regal figures need a break—and who better to supervise than your loyal guard?""","even the castle has become too stressful.""","your kingdom needs you, but you're just feeling the need for a siesta.""","you're the monarch, even your 'me time' becomes state-sanctioned leisure.""","the throne room gets a little too formal.""","you're the king and queen of the castle and just need a break from being so regal.""","the throne's just too comfy to leave!""","you're royalty, even your chill moments have to be regal."""
730,730.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a laboratory 
description: A scientist is talking to a mouse wearing a lab coat in a laboratory. They are both holding clipboards and discussing something. 
uncanny description: It is unusual for a mouse to be dressed as a scientist and working in a lab. 
entities: Scientist, Mouse 
Generate a funny caption for the image: [/INST]","your best idea comes from the most unlikely source.""","your lab assistant turns out to have a PhD in 'adorable rodent research'.""","you realize your research grant hasn't been approved yet.""","the research just isn't going according to plan...""","the mouse's PhD outranks the human's.""","your lab assistant suddenly becomes the expert.""","your mouse colleague outsmarts you on your own research project.""","your lab assistant has a PhD in 'Squeaking'.""","you realize your mouse assistant just published a groundbreaking paper without your consent.""","your pet mouse becomes your most brilliant research assistant."""
746,746.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: prehistoric landscape 
description: Two cavemen are in an open area. One caveman is standing on top of a tall, uneven stone staircase, while the other caveman is standing on the ground looking up at him. 
uncanny description: The stone staircase is unusually tall and uneven for a primitive setting. 
entities: Cavemen, Stone_staircase 
Generate a funny caption for the image: [/INST]","your 'safe' spot turns out to be a precarious perch.""","s like someone forgot to include 'do not climb' in their Neanderthal etiquette handbook.""","your friend says he'll 'meet you halfway,' but takes it literally.""","you realize your friend's new 'cool rock formation' is just a bunch of stones piled haphazardly.""","your 'cool' new hiking trail becomes an imprompture monument.""","oring the heights of prehistoric architecture!""","you're trying to reach the last slice of mammoth pie but your friend insists they need to use it for their 'prehistoric Zumba class'.""",", I guess we're taking this 'caveman chic' trend to new heights.""","rly, one caveman had more steps to take in life than the other.""","ing ahead of the game... literally."""
748,748.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: inside a large tunnel 
description: Two chefs are standing inside a large, ribbed tunnel. They are holding kitchen utensils and looking around. 
uncanny description: It is unusual for chefs to be inside a tunnel that looks like the inside of a giant creature. 
entities: Chefs, Kitchen_utensils 
Generate a funny caption for the image: [/INST]","your kitchen gets a little too big for your apron.""","your culinary adventure takes a literal turn.""","you realize your culinary skills have transported you into the belly of a sea monster.""","you realize the 'ribs' at this restaurant have a whole new meaning.""","in the Tunnel of Flavor: When your culinary adventure takes an unexpected turn.""","your culinary masterpiece takes an unexpected turn.""","your food goes missing, it's time to take your culinary adventures underground!""","you realize your culinary skills have been misused by a mad scientist.""","you're lost in the depths of culinary creativity and your sous chef keeps saying 'we need more sauce!'""","your culinary creations take on a life of their own!"""
750,750.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a field 
description: Two shaggy dogs are standing in a field surrounded by a group of sheep. The sheep and the dogs have similar fluffy appearances. 
uncanny description: The sheep look almost identical to the dogs, which is unusual. 
entities: Dogs, Sheep 
Generate a funny caption for the image: [/INST]","you find out your dog's new best friend is just another breed of woolly companion.""","your best friend decides they're more 'baa' than 'bark'""","your herd thinks they're in the dog house.""","enough wool for both of us!""","your dog's breeder accidentally ships a herd instead of just one puppy.""","your dog's grooming session goes a bit too well...""","you realize your dog's new haircut was actually just a bad case of shearing.""","let the dogs out? Oh wait, they're already outside.""","you realize your dog's grooming appointment got mixed up with the local sheep shear.""","your furry friends decide they're all in on a woolly adventure together."""
754,754.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a fire station 
description: Two firefighters are standing next to a fire pole, looking down at the hole in the floor where the pole goes through. 
uncanny description: The fire pole seems to go through the floor into an endless void. 
entities: Firefighters, Fire_pole 
Generate a funny caption for the image: [/INST]","s like our pole has been promoted to a 'no entry' status.""","your hose gets stuck in 'The Great Escape'.""","your ladder leads to an unexpectedly deep abyss.""","your promotion to ladder truck doesn't quite reach the ceiling.""","you're trying to reach the top shelf and realize there's no ladder.""","the alarm bell rings and they realize their ladder doesn't reach the high rise they just bought.""","s like our new mascot is falling into an inferno of confusion.""","another day at the bottomless pit.""","your ladder just disappears into thin air.""","s like someone's been playing 'Hot Lava' in this firehouse."""
757,757.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a park 
description: A couple is having a picnic in a park. They are looking up at the sky where the clouds have formed an angry face. 
uncanny description: Clouds don't form faces, especially not angry ones. 
entities: Picnic, Cloud_face 
Generate a funny caption for the image: [/INST]","s like someone needs to 'breathe' before they start raining on our parade!""","s like we've upset the weather gods with our bad puns.""","your local weatherman suddenly gets too real during their forecast.""","the weather takes a turn for the dramatic during your romantic picnic.""","your favorite sandwich gets left behind!""","your sandwich takes on a life of its own.""","your picnic gets ruined by a cloud's grumpy expression.""","your sandwich goes from 'just right' to 'overstuffed'""","your sandwich doesn't look like it wants to share.""","your picnic gets interrupted by Mother Nature's grumpy mood swing."""
543,543.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a living room 
description: A large elephant is standing in the middle of a living room. Two people are sitting on chairs, seemingly ignoring the elephant. 
uncanny description: It is highly unusual to have an elephant inside a living room. 
entities: Elephant, People 
Generate a funny caption for the image: [/INST]","your roommate's idea of 'picking up after themselves' involves bringing home a small herd.""","your friend drops by for a casual visit - and you're just a tad behind in your interior decorating.""","you realize your 'guests' from the wilderness don't quite blend in with the interior decor.""","you realize your pet's idea of 'housebreaking' involves a lot more than litter boxes.""","nexpected housewarming from our new neighbors.""","your houseguest decides to make themselves at home.""","your roommate comes home and brings their 'new pet'.""","your friend shows up unannounced with a surprise guest...""","your 'quiet night in' involves an unexpected guest.""","your houseguest becomes an unexpected guest."""
