contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
748,validation,"scene: inside a large tunnel 
description: Two chefs are standing inside a large, ribbed tunnel. They are holding kitchen utensils and looking around. 
uncanny description: It is unusual for chefs to be inside a tunnel that looks like the inside of a giant creature. 
entities: Chefs, Kitchen_utensils 
funny caption:",Chef's special? Inside-out lasagna!,"We're not lost, we're just finding our way out of this giant mushroom.",What do you call two chefs in a big tunnel? A couple of mice on a kitchen adventure.,We're not in the kitchen anymore,"What's this? A cave-in? Oh wait, it's just a fancy underground dining room.",What do you call two chefs in a tunnel? A double chef-in!,"When you said 'the underground kitchen', I didn't expect it to be this... *laughs*","We found ourselves in the belly of the beast, but we're not afraid. We've got our knives and spoons ready for whatever comes our way.","We're just two chefs in a big ol' tunnel, making our way out with some delicious food.",When you're a chef and your boss asks you to cater an alien invasion.
750,validation,"scene: a field 
description: Two shaggy dogs are standing in a field surrounded by a group of sheep. The sheep and the dogs have similar fluffy appearances. 
uncanny description: The sheep look almost identical to the dogs, which is unusual. 
entities: Dogs, Sheep 
funny caption:","These two can't decide if they want to be sheep or dogs, so they just settled for being fluffy furballs.",I don't know what kind of sheepdog they have over there!,Who's who in this fluff fest?,The sheep were wondering what kind of dogs they had adopted,I thought we were having a dog party but it turned out to be a wool-fest,Who's who?,I'm sorry but I think you two are a little too much alike.,"I told my friend he was acting too much like a sheep, and she said I was being too judgmental.",I guess these dogs were feeling a little sheepish today!,The woolly reunion
754,validation,"scene: a fire station 
description: Two firefighters are standing next to a fire pole, looking down at the hole in the floor where the pole goes through. 
uncanny description: The fire pole seems to go through the floor into an endless void. 
entities: Firefighters, Fire_pole 
funny caption:",I guess this is why they call it 'going down the pole',We have no idea what's down there but we know it's not worth falling for.,"Two firefighters, one fire pole, and an unending void of nothingness. Sounds like your typical day at the office!",Looks like someone forgot to put a firetrap at the end of that pole.,Why did the firefighter cross the road? To get to the other side of the void.,We're just here to watch the world burn,We're just here to make sure no one falls into the fire,What do you call a black hole that's also a fire pole? A 'Flame' of gravity.,When you think your boss is a jerk but he just wants you safe,Looks like we need a new floor.
757,validation,"scene: a park 
description: A couple is having a picnic in a park. They are looking up at the sky where the clouds have formed an angry face. 
uncanny description: Clouds don't form faces, especially not angry ones. 
entities: Picnic, Cloud_face 
funny caption:",When you thought your day couldn't get any worse and then the clouds give you the stink eye.,"I told her we shouldn't come here today, but she said it was supposed to be sunny. Look what I get for listening to her.",Looks like we should pack up and leave before we get on the wrong side of the weather.,Looks like we got served lemons and lemonade,"Looks like we have to go back home now, it's too cloudy.",Looks like our day has taken a turn for the worse. Guess we should start with dessert before the storm hits.,Looks like our perfect day just turned stormy.,I guess we should move to another park.,Looks like someone needs to take their meds,"It's raining cats and dogs, but that's nothing compared to this cloud's mood."
543,test,"scene: a living room 
description: A large elephant is standing in the middle of a living room. Two people are sitting on chairs, seemingly ignoring the elephant. 
uncanny description: It is highly unusual to have an elephant inside a living room. 
entities: Elephant, People 
funny caption:",Living my best life with my new pet elephant,When you said 'bring home a big pet' I didn't expect this.,It's always nice to have an extra guest over,Who needs a couch when you can have a pachyderm?,I guess they wanted their own personal masseuse,Why did the elephant break into my house? Because it heard there was no way out.,When you realize your mom accidentally left the elephant inside,When you invite your friend over and they bring their whole family,When you promised your parents a pet but forgot to tell them how big it would be,You might wonder why there's an elephant in my living room. The answer is 'Why not?'
544,test,"scene: an office environment 
description: Two men are standing and talking to each other. On top of their heads, there are miniature office workers sitting at desks, working on computers. 
uncanny description: It is unusual to have miniature office workers on top of people's heads. 
entities: Office_workers, Heads 
funny caption:",These guys look like they could use some paperclips.,I guess this is what happens when you work too hard!,"I thought the boss was asking me to do some paperwork, but it turned out he just wanted me to carry his desk.",It seems like these guys have a little too much paperwork in their heads.,When you put too much work on your head,"Headless offices, where work never stops.",Headphones,I was just talking about how much I hate paperwork when my boss put a tiny paperweight on my head.,The boss wanted us to be more productive so he put some extra pressure on our shoulders.,The ultimate multitasking. Work while you walk!
548,test,"scene: a rural road 
description: A police officer has pulled over a futuristic rocket car on a rural road. The driver is sitting in the rocket car while the officer stands beside it, writing a ticket. 
uncanny description: Rocket cars are not typically seen on rural roads and are not usually pulled over by regular police. 
entities: Police_officer, Rocket_car 
funny caption:",When you get caught speeding in a rocket car,Looks like someone left their planet at the wrong exit.,This guy must've gone too fast,Looks like someone got caught speeding through space!,"When you said 'rocket' speeding, I didn't expect this.",Looks like this guy left planet earth without permission,When you're driving a rocket car but still get a speeding ticket,Why did the rocket car get pulled over? Because it was going too fast for its own good!,Looks like I'm going to be cruising with my ticket to the moon!,"Rocket car or not, I'm still getting you to pay that speeding ticket."
553,test,"scene: a post-apocalyptic landscape 
description: Two people are sitting on rocks in the middle of a post-apocalyptic landscape. They appear to be having a casual conversation despite the destruction around them. 
uncanny description: It's unusual for people to have a casual conversation in the middle of a devastated, smoking wasteland. 
entities: People, Destruction 
funny caption:","Hey, what's up? The world is ending. Anything new?",Looks like we made it through the apocalypse together. I guess that makes us survivors.,Casual Friday at your local nuclear winter.,Post-Apocalypse: Where you go from 'How are you?' to 'Are you okay?',It turns out that small talk is an excellent coping mechanism when faced with the end of the world.,We were really hoping for some Netflix and chill but we settled for ruins and chitchat.,"Looks like the world is ending, but at least we still have each other.",Why did they bring chairs and snacks? We should be scavenging for resources.,Post-Apocalypse: The Great Debate,Post-Apocalypse or just bad hair day? I guess it's all relative.
568,test,"scene: a social gathering 
description: A woman is holding a glass and talking to two people who are tied up and standing in buckets. The scene appears to be at a social gathering. 
uncanny description: It is unusual for people to be tied up and standing in buckets at a social event. 
entities: People, Buckets, Rope 
funny caption:","Well well well, looks like I stumbled upon the perfect excuse to avoid awkward conversations!",These guys look like they're just having a bucket list moment,Looks like we're in a human pinata!,Welcome to the bucket club!,Looks like I'm hosting my own human bingo night!,I don't know why these guys thought it was a good idea to come to the party like this.,I never thought I'd meet my soulmates while they were tied up in buckets,"At this party, the punch bowl was a bit out of reach.","At our last party, we had some interesting guests.",When you said you were bringing your 'art project' to the party.
575,test,"scene: a grassy field 
description: Two ancient warriors on horseback are leading a procession of modern businessmen carrying briefcases through a grassy landscape. 
uncanny description: It is unusual to see ancient warriors leading a group of modern businessmen. 
entities: Ancient_warriors, Businessmen 
funny caption:",Meet the new boss... same as the old boss,It seems like history has decided to take over the corporate world.,I guess the old ways aren't always dead,It's not your typical office meeting.,The ancient and the corporate have merged.,From the past to the future: How we're all riding horses.,"They say history doesn't repeat itself, but maybe they just haven't seen the right people on the wrong horses.",A battle for the future: who will win? The sword-wielding warrior or the suitcase-toting businessman?,When your boss asks you to lead a meeting in medieval attire,The past and present collide in this bizarre parade.
576,test,"scene: a park or garden 
description: A woman is standing in front of a tree. Hanging from one of the branches is a cocoon with a human face emerging from it. 
uncanny description: Cocoons do not have human faces emerging from them. 
entities: Woman, Tree, Cocoon 
funny caption:",I guess I'm not just a tree anymore!,Looks like someone's been hatching some new ideas.,I knew this tree was special when I saw the spider on it.,Looks like someone decided to take their work home,I found my new best friend at the park today! She's always looking out for me and will never leave me hanging.,I guess this tree must be having a baby,I guess nature was feeling a bit self-conscious today,Looks like someone's got a case of the 'cocoon flu',Looks like I'm growing my own little buddy!,I guess nature really does have its own reality TV show.
578,test,"scene: a restaurant 
description: A couple is having a quiet dinner at a restaurant. Suddenly, a waiter rushes in with a pizza, followed by a crowd of paparazzi taking photos. 
uncanny description: It's unusual for paparazzi to follow a waiter into a restaurant. 
entities: Couple, Waiter, Paparazzi 
funny caption:","When you least expect it, your average Tuesday night becomes an international incident.",Paparazzi following the only person who hasn't been photographed yet,When the chef cooks like Beyoncé,"When you least expect it, your meal turns into a red carpet event.",I guess our date wasn't private enough.,When your date wants to be famous but you just want some peace and quiet,I guess the chef really put some effort into making that pizza look good.,When you thought the only drama was what toppings to put on your pizza,Just another night at the celebrity hotspot.,I guess they were just trying to get a good shot of the menu.
579,test,"scene: a living room 
description: Two people are sitting on separate couches, facing each other. Between them, a cat is lounging on a throne, wearing a crown and a royal robe. 
uncanny description: It is unusual for a cat to be treated like royalty and sit on a throne with a crown. 
entities: Cat, Throne 
funny caption:","When you told me I was going to have to share my throne with a cat, I didn't believe you.",The cat's meow was as loud as the king's!,When you want your feline friend to feel like the king of the jungle.,Cats reign supreme in this living room.,Looks like we have our own little king here,When your cat becomes a queen/king,I guess you could say this feline is quite the 'cat' ruler,When you're the king of your own kingdom.,I'm the king of this living room!,When you finally give your cat the respect they deserve
590,test,"scene: a prehistoric cave 
description: A dinosaur is drawing cave paintings on the wall while two cavemen watch from the entrance of the cave. 
uncanny description: Dinosaurs and humans did not coexist, and dinosaurs did not create cave paintings. 
entities: Dinosaur, Cavemen, Cave_paintings 
funny caption:",Dino-artist meets his caveman critics,"When you said 'dino-human collaboration', I didn't think it meant 'dino-caveman collaboration'","I know what you're thinking, 'how could a dinosaur draw cave paintings?' Well, it's a long story involving time travel and some serious artistic skills.",It's amazing what you can do with the right tools!,I guess we could say this is the #dinoart movement,Dino-stagram,A prehistoric artist's studio,"When you said you were bringing back extinct creatures to life, I didn't expect them to be artists too!",When your cave painting partner asks you to draw them as a T-Rex,When you realize the caveman's artistic skills are way better than yours
600,test,"scene: a spaceship 
description: Three aliens are standing in a spaceship, looking at a dog that is sitting in the middle of the room. The spaceship has large windows showing outer space. 
uncanny description: Aliens and dogs don't usually interact in a spaceship. 
entities: Aliens, Dog 
funny caption:",Who needs oxygen when you have puppy breath?!,"We don't get many visitors on this ship, but this little guy sure knows how to make himself comfortable.","Our new co-pilot barks a lot, but he always gets us to where we need to go.",Why did the aliens take the dog on their spaceship? They heard he had a 'starry' eye!,Intergalactic Friendship Goals,Why did the alien bring his own couch to the spaceship? Because he was a furry!,I guess they really mean 'man's best friend',Aliens trying to figure out how to get this furry creature back home.,Who knew outer space was such a great place for a puppy date?,We didn't expect to find this alien creature on our ship!
603,test,"scene: a mountain ledge 
description: A hiker has climbed up a mountain and is looking at a wise man sitting on a ledge. In the background, there are people sitting at tables as if they are in a restaurant. 
uncanny description: It's unusual to see a restaurant setup on a mountain ledge. 
entities: Hiker, Wise_man, Diners 
funny caption:",I guess you could say this guy is quite the high-altitude philosopher.,Wow this hike is really taking me places,I finally found my 'mountain view'. But why is everyone eating?,Looking for wisdom? Look no further than this guy. Or maybe just ask your server for some pasta.,I asked the wise man what he was doing here. He said 'This view is too good to miss!',I guess you could say this place is high-altitude dining.,When you finally reach the top of the mountain but realize you forgot your phone charger,"Hiking is great, but sometimes you need a break from nature to enjoy some overpriced fries.",I guess you could say this is a high-altitude dining experience.,Looking for enlightenment? Just ask the guy who sat down for lunch.
604,test,"scene: a cave 
description: A caveman is painting a picture of a mammoth on the wall of a cave. A real mammoth is standing nearby, watching him. 
uncanny description: The mammoth seems to be observing the caveman's artwork as if it understands. 
entities: Caveman, Mammoth, Cave_painting 
funny caption:",Looks like I have my own personal art critic.,Caveman says 'I guess you could say I'm a natural artist.' Mammoth looks at him and nods in approval.,The caveman's greatest achievement? Painting a mammoth in a cave,When you finally finish your masterpiece and the subject comes to life,"When you say 'I want to paint a mammoth', but really you just mean a 'mammoth-tion'",Looks like this caveman has a big fan in the wild.,Looks like the caveman just wants a little more space.,When you finally finish that 40-hour shift at work and all your friends are out partying.,I guess you could say this caveman is a real artist,You got your big fan right here!
615,test,"scene: a dock 
description: Two men are sitting on a dock, fishing. One of them has caught a chandelier with his fishing rod. 
uncanny description: It is highly unusual to catch a chandelier while fishing. 
entities: Fishermen, Chandelier 
funny caption:",We caught a light one!,Looks like our day just got brighter.,"We may not have the big one, but we sure do have a light catch!",Looks like I got a real 'catch'!,Looks like our catch of the day! We're having a ball!,Fishing in style,"We didn't know what we were going for, but we got it!",Looks like we've got ourselves a sparkly catch!,We were just trying to catch some fish but ended up with this crystal treasure!,Sometimes you get lucky and sometimes your fish is just a little too 'lit' for its own good.
617,test,"scene: hell 
description: A group of people are standing in front of a television that is showing flames. A devil-like figure with a trident is standing nearby, overseeing the scene. 
uncanny description: People in hell are watching a TV showing flames, which is an unusual form of punishment. 
entities: People, Devil, Television 
funny caption:","Well, I guess this is what you get for binge-watching Hell's Kitchen.",Welcome to Hell's entertainment complex!,"Well, at least they have cable.",Welcome to Hell's TV Channel - We Show You Flames!,Hello everyone! Today we'll be watching flames on our special hell TV channel.,You've sinned so much that you have to watch TV in Hell now.,"Welcome to Hell, where we watch TV instead of burning in eternal flame.","Well, I guess you could say this is a burning question.",Hell hath no fury like a TV on fire,"Well, it's not like they had Netflix back then."
621,test,"scene: an office or dressing room 
description: A man in a suit of armor is standing in front of a full-length mirror. A man in a business suit is standing next to him, smiling. 
uncanny description: It is unusual to see someone in a full suit of armor in a modern setting, especially with a businessman. 
entities: Knight, Businessman 
funny caption:","When you said you were bringing your 'A' game to the meeting, I didn't expect it to be literal.",When you're the knight at work,I guess you could say he's the knight in shining armor of suits.,"When you said dress code was formal, I didn't expect it to be medieval.","When you finally decide to take the plunge and make your dream of knighthood come true, but realize that it's not as glamorous as you thought.","When you said dress code was formal, I didn't expect to be the only one wearing armor.",Why did the knight break up with his girlfriend? Because he needed some space.,"I'm not sure what's more unusual, the knight or the fact that he's wearing a suit of armor and has a businessman standing next to him.","When you said you wanted a meeting with the Knights Templar, I didn't expect them to be so literal.",I told my boss I wanted to be knighted for my hard work. He said no but gave me this fancy suit instead.
632,test,"scene: an interrogation room 
description: Two detectives are in an interrogation room. One is sitting at a desk with a microphone, and the other is standing with their hands on their hips. Behind them is a lineup of Russian nesting dolls of various sizes. 
uncanny description: It is unusual to see Russian nesting dolls in a police lineup. 
entities: Detectives, Matryoshka_dolls 
funny caption:","You better start talking, or you're going to be stuffed into one of these.","We're not sure what they're trying to get out of this suspect, but we know it won't be anything smaller than the smallest doll.",What do you mean this isn't a standard lineup? We have to go through all these layers to find the truth.,"We're not Russian, but we'll get to the bottom of this!",Russian nesting dolls? More like Russian Nesting Suspects!,I'm sorry but I don't think it's appropriate to have a lineup of Russian nesting dolls during this interrogation.,"So we have two suspects in custody today - one for murder, and the other for being too cute.","We're not sure what we've got here, but it looks like someone's been playing with their toys.","I'm sorry, I didn't realize we were doing a Matryoshka interview.",Why did the detective cross the road? To get to the other side of the Russian nesting dolls.
633,test,"scene: a playground 
description: Adults and children are playing on slides in a playground. The adults seem to be enjoying the slides just as much as the children. 
uncanny description: It is unusual to see adults playing on slides meant for children. 
entities: Adults, Children, Slides 
funny caption:",Looks like we're not so different after all!,Sliding into adulthood,Looks like these adults have found their inner child,I don't know what happened to me today but I turned into a giant child.,Looks like they're having a slide race!,Slide your way into some serious adult fun!,When you're too old to go down slides but still love them,When your mom/dad tells you they were cooler than you,"When you were young and carefree, but now you're just a big kid.",Playing with your kids just got even more fun. Now we can slide down together!
634,test,"scene: a pyramid site 
description: Two tourists are standing at the base of a pyramid, looking at a map. At the top of the pyramid, there is a vendor with an umbrella and a cart. 
uncanny description: It's unusual to see a vendor at the top of a pyramid. 
entities: Tourists, Vendor, Pyramid 
funny caption:",Looking up at the pyramid and wondering where the food truck is.,The only thing missing from this picture is a mummy.,"Looking up at the pyramid, I realized it was made out of stairs.",The only thing missing from this picture is a mummy,"Looks like we found our new best friends! (Tourist A): 'Hey, have you seen the mummy?' (Tourist B): 'No, but I heard they're quite popular around here.' (Vendor): 'I can confirm that.' #pyramidlife","The only thing better than exploring ancient Egypt, is exploring it while sipping on some cold lemonade!",Looks like we found our new Egyptian tour guide,We asked the vendor how he got up here and he said 'I used my pyramid-mobile.',Looks like we found our Egyptologist,"Looking up, we saw the vendor who had the best view in town."
640,test,"scene: an open space 
description: A mouse is riding a cat like a horse, using reins and a saddle. The cat is wearing sunglasses. Two other mice are watching this scene. 
uncanny description: Mice don't ride cats, and cats don't wear sunglasses. 
entities: Mouse, Cat, Sunglasses 
funny caption:","Mice aren't known for their horsemanship skills, but with the right equipment, anything is possible!",Looks like they found the perfect pair of 'paws-tacles!',"When you said 'ride or die', I didn't expect it to be literally on top of a cat.",Riding on the wild side with my furry steed!,Looks like someone finally figured out how to get a horse.,"When you said 'ride or die', I didn't expect it to be on the back of a cat.",When you finally convince your cat to take you on a date,"When you can't get your own horse, you borrow someone else's",When you're the only one who can see your friend in the dark.,Riding the furry highway
643,test,"scene: a concert hall 
description: A man in a tuxedo is sitting at a grand piano, wearing boxing gloves. He looks surprised or confused. 
uncanny description: It is unusual and impractical to play the piano while wearing boxing gloves. 
entities: Pianist, Boxing_gloves 
funny caption:",When you said there would be punching involved.,I guess you could call it 'Piano-boxing'.,"When you said there would be fists flying, I thought it meant I had to wear more clothes.",Why was the pianist wearing boxing gloves? Because he heard there would be no musical chairs!,I'm not sure if I'm playing Mozart or punching a piñata.,Why did the pianist wear boxing gloves? Because he wanted to be a concert-puncher!,When you promised me a night of classical music but gave me a ring.,"The pianist was ready for anything, even a round of applause.","WTF? Why did you bring those?"" ",Looks like someone had a bit of an identity crisis.
649,test,"scene: a living room 
description: Two women are sitting on a couch in a living room, having a conversation. There is a railroad track running through the middle of the room. 
uncanny description: It is highly unusual and dangerous to have a railroad track running through a living room. 
entities: Railroad_track, Two_women 
funny caption:","When your mom says 'I don't want you coming home late tonight', but she forgets about the train.",It's not every day you see two women chatting while walking on a train!,"Looks like we're living in 'The Sims', but with a twist!","When you say 'I'll meet you at the house', but really mean 'on the tracks next to our living room'.","Well, this is one way to avoid traffic.",Why did the train break into our house?,It's amazing what you can find when you look under your couch cushions.,Our living room has a unique view. We can see trains coming from miles away.,We were just having coffee when we realized that the train had stopped outside our window.,It's not every day you get to experience life like this.
652,test,"scene: a deserted island 
description: Two people are sitting on a small deserted island with a palm tree. They are looking at a floating island made of desserts, including cupcakes, cake, and candy canes. 
uncanny description: A floating island made of desserts is not something you would see in real life. 
entities: Stranded_people, Dessert_island 
funny caption:","We thought we were stranded, but turns out we're just surrounded by our dreams",Looks like we've stumbled upon the ultimate sugar high.,Island hopping? More like desert hopping.,"When you finally escape from your aunt's house, only to be stranded on an island made of sweets.",We found our happy place!,"I told him I wanted to live on an island made of dessert but he said nope, too sugary.",Stranded on a deserted island with only dessert to keep us company,We found our sweet paradise.,Lost in translation: 'How did we end up on an island of cupcakes?',We're stranded on a deserted island but we found a better one. It's made entirely of desserts!
655,test,"scene: a conference stage 
description: A person is standing at a podium giving a speech. Next to them is a massive globe of the Earth, with North and South America prominently displayed. 
uncanny description: The globe is unrealistically large compared to the person and the podium. 
entities: Speaker, Globe 
funny caption:",It's not like I have a big head or anything.,When you realize you're the only thing on this planet that doesn't belong,Why did the earth break? Because it couldn't take anymore of these tiny speeches.,I'm not sure if I should be impressed by how big this globe is or how small the audience is.,"I'm not sure how big you guys think I am, but this globe is absolutely enormous.",Looking for world domination? Start by taking over this globe.,Looks like I'm speaking from the center of the world.,"Wow, I'm really speaking for the whole planet today.","I'm not trying to be big-headed, but I am quite literally giant.",The earth is bigger than I thought... but not as big as this globe.
662,test,"scene: a wedding venue 
description: A wedding ceremony is taking place with the bride and groom dressed as Vikings. The bridesmaids and groomsmen are dressed in traditional wedding attire, and the officiant is reading from a book. 
uncanny description: It is unusual for a bride and groom to dress as Vikings at a wedding ceremony. 
entities: Bride, Groom, Officiant, Bridesmaids, Groomsmen 
funny caption:","When you said 'Viking wedding', I didn't expect this level of commitment.",I guess they took their vows very seriously.,When you said 'I do' but really meant 'I'll give you my axe'. #VikingWedding,Viking Love Story Wedding Ceremony - When you know your partner is worth it.,"We may not be able to see each other's faces under our helmets, but I promise to love you no matter what.","I never thought I'd see a Viking wedding until I stumbled upon this one. But then again, anything can happen in the land of the gods!",When you said 'I do' but really meant 'Viking style'. #WeddingGoals,Today we celebrate love... or perhaps just a really weird sense of humor.,Today we welcome the King and Queen of Asgard into our family.,"When you thought your wedding couldn't get any more unique, but then you remembered that you were marrying a Viking."
664,test,"scene: a courtroom 
description: A judge is leaning over his bench, speaking to a lawyer who is standing in front of him. The lawyer is dressed in modern attire, while the person in the witness stand is dressed in an old-fashioned tuxedo with a top hat and holding a cane. 
uncanny description: It is unusual for someone to be dressed in such old-fashioned attire in a modern courtroom. 
entities: Judge, Lawyer, Witness 
funny caption:",It's like something out of a Dickens novel! And I thought my outfit was unique.,When you realize your client isn't showing up on time.,"When you thought you were going to a normal trial, but then your witness shows up wearing a tuxedo.",I guess he's trying to channel his inner John Adams.,It's like stepping back in time! I wonder what crime this gentleman has committed.,When you're trying to make a good impression on a judge but all you have is your grandpa's wardrobe.,It's like we stepped back in time when they put that witness on stand,Looks like we have a time traveler on our hands!,It's like we stepped back in time and found ourselves in the witness box!,When you have to make a case for time travel.
666,test,"scene: therapist's office 
description: A man is lying on a red couch shaped like lips, talking to a therapist who is sitting in a chair and taking notes. 
uncanny description: The couch is unusually shaped like a pair of lips, which is not typical for a therapist's office. 
entities: Patient, Therapist, Lip-shaped_couch 
funny caption:","I told her I was having trouble sleeping, but she said it was all in my head... I guess that makes sense since my pillow is a giant brain.",Lip therapy with my favorite therapist.,It was an easy session when the patient asked if I could hear their problems better with my mouth open.,So you're saying I need to kiss my problems goodbye?,When you finally get over your fear of therapy,I don't think I've ever been to a therapist that had a lip-shaped couch before.,When your therapist has a lip-shaped couch.,"I told my therapist I was feeling down, he said 'Just try to take it easy.' I replied, 'You mean like this couch?' He looked confused, then chuckled.","I heard you guys are great at lip reading. Well, I have an appointment with this couch.","I told my therapist I was feeling down and she said 'Well, you could always try talking to yourself' and we both laughed because she had me sit on a lip-shaped couch."
669,test,"scene: a nursery 
description: A baby is standing in a crib with a microphone in front of it. The parents are standing at the door, looking at the baby with pride. 
uncanny description: Babies don't usually have microphones in their cribs. 
entities: Baby, Parents, Microphone 
funny caption:","The baby may be small, but they're already making big things happen.",It seems that this baby has big dreams.,We didn't know babies could sing until we put a microphone in their crib.,Look who's trying to be the next Beyoncé,When you're trying to be the next big thing before you can even walk.,This baby has more talent than any pop star.,When you finally give your kid its first album.,It's like a real-life concert stage for our little rockstar.,Look who got their own talk show,We're starting her career early!
671,test,"scene: prehistoric landscape 
description: Two woolly mammoths are standing next to each other. One mammoth has several cavemen on its back, who appear to be attacking it with spears. 
uncanny description: Cavemen did not typically ride or attack mammoths in this manner. 
entities: Woolly_mammoths, Cavemen 
funny caption:","Two mammoths standing together, and they're still getting bullied by cavemen.",When you have a bunch of cavemen and no sense of humor.,Looks like these guys didn't get the memo that mammoths were supposed to be peaceful giants.,Hope those spears don't penetrate!,I guess they were trying to mammoth a great escape!,These cavepeople need to get a grip,I guess you could say they're really 'man-eating',When you have a bunch of cave-people and you don't know what to do,Woolly Mammoths and their human sidekicks,"Hey there big guy, you wanna play hide and seek?"
672,test,"scene: a doctor's office 
description: A man is sitting in a doctor's office. The doctor, who has the head of a rat, is handing the man a prescription. 
uncanny description: The doctor has the head of a rat, which is not possible in real life. 
entities: Doctor, Patient, Rat_head 
funny caption:","Doctor: 'Good news, you have a terminal illness.' Patient: 'I already knew that. I just came here for my annual checkup.' Doctor: 'Wait, what?'",I went to the doctor and said I had a sore throat. He gave me a rat-tongue syrup.,I told the doctor I had a sore throat. He gave me a rat-shaped lozenge.,I told the doctor I had a rash on my face and he said it was from talking to you,I told my doctor I was shrinking. He gave me this prescription for 'rat-sized pants',When you go to the doctor and they give you a prescription with a rat on it,"I told her I was having trouble with my memory and she said 'well, have you tried chewing on your medications?'",I never expected to leave this appointment with a new pet,I went to the doctor and they said I had a bad case of rodent-itis. They gave me this prescription and told me to take it with a grain of salt.,I went to the doctor and they gave me a prescription for a rat problem.
676,test,"scene: outside a cave 
description: A caveman is grilling an enormous piece of meat on a small barbecue grill outside a cave. A cavewoman and three children are watching him from the entrance of the cave. 
uncanny description: The size of the meat is disproportionately large compared to the grill and the caveman. 
entities: Caveman, Grill, Meat 
funny caption:",When your wife tells you she wants a bigger house but all you can afford is a bigger meat,When you're the only one with a barbecue grill in the cave,The caveman's barbecue skills were so legendary that he could make even a rock look juicy,When you're a caveman and your wife asks what you've got for dinner.,When you're too lazy to cook inside but your stomach is too big for the grill,"When you said 'I'm bringing home dinner', I didn't expect it to be half my body weight.",When you're too short for a barbecue but still want that juicy steak.,When you say you're bringing home dinner.,When you're trying to cook for your family but all you have is a tiny grill,When you're cooking for five but only have one hand
677,test,"scene: a kitchen 
description: A man is sleepwalking towards a refrigerator in a kitchen. A cat is sitting on the counter, and its eyes are shining bright beams of light. 
uncanny description: Cats' eyes do not emit beams of light like flashlights. 
entities: Sleepwalker, Cat 
funny caption:",When you gotta get that milk but you're too tired to even look for it.,The ultimate sleepwalking fail - tripping over your own shadow!,When your cat outshines you.,I guess this cat really knows how to make a sandwich,When you finally find out why your cat has been acting strangely.,When you wake up to find your cat has become the night watchman.,Sleepyhead meets Mr. Purrfect,When you realize your cat has been living its best life while you were sleeping.,When you're too lazy to wake up and grab some water.,When you can't wake up but your cat has a flashlight
682,test,"scene: a tree-lined street 
description: Two autumn leaves with faces are hanging from a tree branch, looking down at the ground covered with fallen leaves. One leaf looks surprised while the other looks sad. 
uncanny description: Leaves don't have faces or emotions. 
entities: Leaves, Tree, Street 
funny caption:",Autumn leaves having existential crises,Autumn leaves: always ready for a dramatic fallout,Why do they always fall in pairs? Because life is like a double feature.,Autumn is coming to an end but our feelings never do,"Autumn leaves aren't just falling to the ground, they're expressing their feelings about it too!",When you think the world is cold and unfair until two leaves remind you that everyone has their own struggles.,When your parents ask why you're so sad but they can see it's because of that one leaf,"Autumn, you're such a drama queen.",Autumn leaves got their own feelings now.,They just wanted to fall in love.
684,test,"scene: a meeting room 
description: A man in a suit is standing at the head of a table in a meeting room. Seated around the table are various monsters and aliens, each with unique and bizarre features. 
uncanny description: It is unusual to see a human conducting a meeting with monsters and aliens. 
entities: Human, Monsters, Aliens 
funny caption:",When you realize that your boss has invited a monster to a staff meeting,I guess you could say this is an intergalactic boardroom.,"When you say 'invite the whole gang,' but really mean 'bring every creature from outer space.' #meetingmadness","When you realize your boss isn't just weird, but also from another planet.",When you have to work with people who look like this every day.,When your boss asks you to bring diversity to the team,"Alien, I need you to update me on your progress on intergalactic peace negotiations. And please, no mind meld.","When you think your boss is weird, but then he invites you to work with a group of monsters.",What do you call a group of people who don't speak the same language? International Uncomfortable Meeting.,When you accidentally schedule an interspecies conference but forgot your suit.
690,test,"scene: an elevator lobby 
description: An astronaut is standing inside an elevator, and a doorman is looking at him with surprise as the elevator doors open. 
uncanny description: It is unusual to see an astronaut in full gear inside an elevator. 
entities: Astronaut, Doorman 
funny caption:",I guess this is what you call a 'space' elevator!,I guess it's safe to say we are going to the moon!,"What do you mean, no humans allowed?!","Well, well, well. Looks like I just landed my first job on the moon.",I guess he's just taking it easy on Mars.,When you realize you're not the only one who can wear oxygen masks.,I didn't know space was so crowded.,What's an astronaut doing in the wrong place?,"Oh, I'm sorry about that, Mr. Spaceman. We don't get many visitors from outer space here.",Lost in space but found in the wrong place
694,test,"scene: outside a house in winter 
description: A person is shoveling snow while another person stands behind them playing a guitar. They are both dressed warmly for winter. 
uncanny description: It is unusual for someone to play a guitar while another person shovels snow. 
entities: Snow_shoveler, Guitarist 
funny caption:","When you said we were going on a date, I didn't expect this kind of adventure.",It's like a winter symphony of sorts.,It turns out that shovelers have great taste in music.,It's always nice to have a backup plan when the power goes out.,When you finally find the perfect tune to clear away the snow.,"When you said 'snow day', I didn't expect a rock concert.",When you're trying to make your neighbor jealous by playing guitar while they shovel snow.,When you're too lazy to sing but can play the guitar,Snowing is hard work but it's even harder when your friend insists on playing guitar at the same time.,"When you said 'I'll help with chores', I didn't expect this."
