contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
575,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a grassy field 
 description: Two ancient warriors on horseback are leading a procession of modern businessmen carrying briefcases through a grassy landscape. 
 uncanny description: It is unusual to see ancient warriors leading a group of modern businessmen. 
 entities: Ancient_warriors, Businessmen <> 
 funny caption: [/INST]",It looks like these ancient warriors have traded their swords for briefcases and become modern-day corporate soldiers.,When time travel doesn't go according to plan.,"Ancient warriors may have conquered lands, but they couldn't conquer the world of corporate politics.",When your company's CEO is a relic from the past.,"""The businessmen have finally found their true calling: riding horses into the sunset."" (This caption plays off the idea that the modern businessmen seem out of place among the ancient warriors, but it also suggests that they might be enjoying themselves.)",It's like something out of a medieval version of 'The Office'!,"""It's not every day you see a battlefield become a boardroom."" This caption plays off the contrast between the ancient warrior setting and the modern businessman setting, suggesting that this scene represents a clash of two worlds. The use of the word ""battlefield"" also adds a humorous twist to the situation by implying that these businessmen are engaged in a fierce competition rather than a war.",Why did the ancient warriors become Uber drivers? Because they knew how to ride in style!,What do you call it when history takes a detour into corporate America?,"When the ancient warriors realized they had a better chance at getting their hands on the latest technology by joining the modern business world, they traded their swords for suits."
576,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a park or garden 
 description: A woman is standing in front of a tree. Hanging from one of the branches is a cocoon with a human face emerging from it. 
 uncanny description: Cocoons do not have human faces emerging from them. 
 entities: Woman, Tree, Cocoon <> 
 funny caption: [/INST]",I guess this is nature's way of saying 'It's time to butter up.',I guess this is how nature prepares its surprise guests.,It's amazing how much we all have in common... even a cocoon.,I guess this tree was feeling a bit bugged by its surroundings.,Looks like this tree is trying to hide its secrets.,It's no wonder she was feeling out of place in this 'normal' garden - looks like she just hatched from an abnormally chirpy avian egg.,When nature takes a turn for the unexpected.,I guess this is what happens when you mess with Mother Nature's business.,"It looks like someone's been bugged by their past, but at least they got a new look out of it.",It's amazing what happens when you crossbreed a woman and a tree. But even more astonishing is the fact that this particular tree decided to play the role of midwife.
578,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a restaurant 
 description: A couple is having a quiet dinner at a restaurant. Suddenly, a waiter rushes in with a pizza, followed by a crowd of paparazzi taking photos. 
 uncanny description: It's unusual for paparazzi to follow a waiter into a restaurant. 
 entities: Couple, Waiter, Paparazzi <> 
 funny caption: [/INST]",It seems like this waiter knows how to make an entrance...and bring attention to it.,Looks like this couple's dinner just got a lot more interesting.,"When you least expect it, your server becomes a celebrity.",When your date becomes a celebrity overnight.,It turns out the restaurant had a 'paparazzi special': Pizza with extra cheese (and attention).,"""It must have been a real 'paparazzo' moment when the waiter delivered the pizza."" (Explanation: This caption plays on the double entendre of ""paparazzo"" being both a famous Italian dish and a slang term for celebrity photographers.)",When you thought the only thing spilling at your table was wine.,Looks like this couple is more interested in their food than the gossip.,"When your date suddenly becomes a celebrity, and it's all thanks to the waitstaff.","The waiter was just trying to deliver a pizza, but instead he became the star of the show."
579,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a living room 
 description: Two people are sitting on separate couches, facing each other. Between them, a cat is lounging on a throne, wearing a crown and a royal robe. 
 uncanny description: It is unusual for a cat to be treated like royalty and sit on a throne with a crown. 
 entities: Cat, Throne <> 
 funny caption: [/INST]","1. ""The cat's reign supreme from its throne of comfort."" (This caption plays off the idea of the cat being a ruler and also highlights the fact that it is relaxing in its throne.)","1. ""Purrrfectly positioned: A feline ruler reigns supreme from his throne of comfort."" This caption plays off of the idea of the cat being treated like royalty and the comfortable setting of the living room. It also uses alliteration to make it sound more regal and humorous.","""Cats really do rule the world."" - This caption plays off the idea that cats often seem to have control over their human companions, especially when it comes to attention and affection. By putting the cat on a throne and giving it a crown, the cartoon exaggerates this notion, making it seem even more absurd and comedic.","""The feline ruler sat regally on his throne, surveying his kingdom with a purring smile."" This caption plays off the idea of the cat being treated like royalty and the absurdity of it sitting on a throne with a crown. It also adds a humorous touch by implying that the cat is content and happy in its role as king.","""This cat reigns supreme on its throne, while two humans sit helplessly on separate couches."" (The use of the word ""helpless"" adds humor to the situation.)","Cats may rule the internet, but this feline is taking it to a whole new level.","1. ""When your cat becomes the king of the living room.""","The feline monarch reigns supreme from his throne, while his subjects sit idly by on separate couches.",I guess this cat's really quite a purr-nipotent ruler.,Cats really have a sense of entitlement.
590,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a prehistoric cave 
 description: A dinosaur is drawing cave paintings on the wall while two cavemen watch from the entrance of the cave. 
 uncanny description: Dinosaurs and humans did not coexist, and dinosaurs did not create cave paintings. 
 entities: Dinosaur, Cavemen, Cave_paintings <> 
 funny caption: [/INST]","When the dinosaur's art teacher said 'we're going to be working with fossils today', he had no idea it would involve such ancient tools.",When you're a dinosaur artist and your models don't take criticism well.,It's amazing what you can accomplish when you have a million years to perfect your craft.,"""Looks like the caveman artists were really feeling inspired by their extinct neighbors."" This caption plays off the fact that humans and dinosaurs did not coexist, and that it is unlikely that dinosaurs created cave paintings. By suggesting that the cavemen were influenced by their extinct neighbors, the caption adds an element of humor and absurdity to the situation.",The only thing more impressive than this dinosaur's cave painting skills is its ability to draw conclusions about human behavior.,"Dino's got quite the talent for cave art, I must say.",Dino's artistry knows no bounds - even if it does defy the laws of evolution!,Ain't it funny how a prehistoric T-Rex can draw better than modern art critics?,I guess this is where the term 'prehistoric art' comes from.,I guess you could say this prehistoric artist was a real T-Rex-talent!
600,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a spaceship 
 description: Three aliens are standing in a spaceship, looking at a dog that is sitting in the middle of the room. The spaceship has large windows showing outer space. 
 uncanny description: Aliens and dogs don't usually interact in a spaceship. 
 entities: Aliens, Dog <> 
 funny caption: [/INST]",Why did the alien bring his dog on this intergalactic mission? Because he heard there would be 'pawsome' views!,"""Looks like these aliens have finally found their earthly companion."" (This caption plays off the idea that dogs are often considered man's best friend, but in this context, it suggests that the aliens have discovered something similar in a furry creature from another planet.)",Why did the aliens take a break from their intergalactic journey to adopt a furry companion? Because they heard Earth had the best pawsome pets!,Why did the alien bring a dog on board? To keep things grounded!,Why did the aliens adopt a mutt? To keep their intergalactic travels from going to the dogs!,"""Well, I guess you could say this is one intergalactic pup!"" This caption plays on the idea that the dog is out of place in the alien spaceship, while also suggesting that it fits in somehow due to its friendly nature.",Why did the aliens adopt a mutt? Because they wanted to bring a little Earth to their spaceship!,Why did the aliens bring a dog on their intergalactic mission? To keep them grounded!,"""I guess you could say this alien is a real 'pawsome' pilot!"" This caption plays on the idea that dogs are often associated with being friendly and approachable, while aliens are typically portrayed as otherworldly and mysterious creatures. By combining these two elements together, the caption suggests that even though the alien is from another planet, it still shares some human qualities that make it relatable and lovable. Additionally, the use of the word ""pawsome"" adds a playful twist to the phrase, making the caption even more humorous.",The aliens were shocked when they discovered their new addition to the crew wasn't from another planet.
603,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a mountain ledge 
 description: A hiker has climbed up a mountain and is looking at a wise man sitting on a ledge. In the background, there are people sitting at tables as if they are in a restaurant. 
 uncanny description: It's unusual to see a restaurant setup on a mountain ledge. 
 entities: Hiker, Wise_man, Diners <> 
 funny caption: [/INST]","Looking out from the peak, this hiker realized he was higher than everyone else - even the food.",Why did the hiker stop halfway up the mountain? To have a 'restaurant break' with the wise man.,The peak of culinary innovation? This mountaintop diner serves views and sushi rolls.,Looks like this hiker just hit the peak of his culinary journey by stumbling upon a wise man serving up delicious views.,"Looking down from the peak, the hiker realized that the only thing scarier than the climb was facing this sage's advice.","The Hiker finally reached the summit, only to find a buffet of questionable choices.","Looking out from the top of the peak, the hiker couldn't help but wonder - how did these diners manage to secure their reservations on such short notice?",The only thing missing from this mountaintop dining experience is a view.,It seems this mountaintop eatery has a bit of an altitude issue.,"""The Wise Man knows the secret ingredient for climbing mountains: a dash of humor."" This caption plays off the idea that wisdom is often associated with knowledge and understanding, while also referencing the fact that humor can help us stay grounded (or, in this case, mountainous) during challenging situations. By connecting the two concepts in a lighthearted way, the caption suggests that even when we're facing difficult challenges, we can find ways to make them more enjoyable - and perhaps even easier to overcome."
604,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a cave 
 description: A caveman is painting a picture of a mammoth on the wall of a cave. A real mammoth is standing nearby, watching him. 
 uncanny description: The mammoth seems to be observing the caveman's artwork as if it understands. 
 entities: Caveman, Mammoth, Cave_painting <> 
 funny caption: [/INST]","The caveman's artistry was so realistic, even the mammoth couldn't resist posing for it.","""I guess you could say this caveman is quite the 'mam-mo-thief!'"" - This caption plays off the phrase ""art thief,"" but replaces the word ""art"" with ""mammoth"" to create a pun. The caption also implies that the caveman is stealing something from the mammoth, which adds an element of humor and mystery to the situation.",I guess you could say this caveman is really feeling 'mammoth' about his art.,"""I guess you could say the caveman was 'mammothly impressed' by his own artistry."" This caption plays off the word ""impressed"" and the fact that the mammoth is standing nearby, watching the caveman paint. It also suggests that the caveman feels proud of his work, despite being surrounded by prehistoric creatures who may not fully understand the significance of his paintings.",It looks like the caveman's painting skills have been put to the test - he just hope the mammoth doesn't critique his work!,"""Looks like the caveman didn't have to worry about getting his mammoth's approval when he got home from work."" (Explanation: This caption plays off the idea that getting someone else's approval is often difficult, but since the mammoth seems to understand and appreciate the caveman's artwork, it suggests that getting approval from others isn't always necessary.)","""The caveman had finally found his calling - a master of prehistoric artistry."" This caption plays off the idea that the caveman is creating something beautiful and meaningful, despite being from a time when humans were less advanced. The use of the word ""master"" also adds a touch of humor by implying that the caveman is highly skilled at his craft.",When your art critic is also a prehistoric beast.,When your art critic is also your dinner.,"The caveman's artistry was so impressive, even the real mammoth couldn't resist giving its critique."
615,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a dock 
 description: Two men are sitting on a dock, fishing. One of them has caught a chandelier with his fishing rod. 
 uncanny description: It is highly unusual to catch a chandelier while fishing. 
 entities: Fishermen, Chandelier <> 
 funny caption: [/INST]","""Well, it looks like they've got themselves a 'light' catch!"" This caption plays off the double meaning of the word ""light"" - both referring to the chandelier being lightweight and easy to catch, as well as the fact that the two men are sitting on a dock.","""Looks like they're catching more than just fish tonight!"" This caption plays off the idea that the fishermen have caught something truly extraordinary and unexpected - a chandelier. The use of the word ""more"" implies that there is something else going on in addition to the traditional act of fishing, making it a humorous twist on the situation.",Just another day at the docks...with a touch of crystal.,It's no wonder they call it 'fishing for a laugh': one man catches a chandelier with his fishing rod!,"""Catching a chandelier was unexpected, but it's clear this fisherman knows how to lighten the mood."" (Explanation: This caption plays off the fact that chandeliers are often used to create a warm and inviting atmosphere, so catching one while fishing is unexpected. Additionally, the phrase ""lighten the mood"" suggests that the fisherman is using the chandelier as a way to break up the monotony of the fishing trip.)","""Catching a chandelier? More like 'chandeliering'!"" This caption plays off the idea of ""fishing"" being replaced with something more unique, such as catching a chandelier. The word ""chandeliering"" sounds like ""fishing,"" but with a twist, making it humorous and unexpected.","Well, it's one way to light up the night.","""I guess you could say we're quite the 'chandelier hunters'"" - This caption plays off the idea of hunting and the fact that it is highly unusual to catch a chandelier while fishing. It also implies that these two men have a specific skill set and passion for catching unique items.","""It's no wonder they didn't win any prizes at the fishing tournament."" (Explanation: This caption plays off the idea that catching a chandelier while fishing is highly unlikely and therefore unlikely to impress others.)","""Well, it looks like they've got themselves quite the unique catch!"" This caption plays off the fact that catching a chandelier while fishing is extremely rare and unexpected, making it a humorous sight to see."
617,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: hell 
 description: A group of people are standing in front of a television that is showing flames. A devil-like figure with a trident is standing nearby, overseeing the scene. 
 uncanny description: People in hell are watching a TV showing flames, which is an unusual form of punishment. 
 entities: People, Devil, Television <> 
 funny caption: [/INST]",Looks like Hell's got its own cable channel now.,"""Well, they say hell's where the party never ends, but I have to admit, this is getting out of hand."" - Satan","It's not the heat, it's the lack of channel selection.","""Looks like Hell just got cable."" - This caption plays off the idea that having a television in Hell is a strange form of punishment, and suggests that it's similar to getting cable at home.","""Well, it looks like they're getting a real kick out of burning their popcorn."" This caption plays off the idea of people in hell being punished by fire, while also referencing the common activity of enjoying popcorn while watching TV. It suggests that even in this dark place, there are still small pleasures to be found.",The devil's got a new show on Netflix - 'Hell on Wheels.',Welcome to Hell's Netflix party! We're streaming our way through eternal damnation.,It's just another day in Hell when your cable provider starts charging by the wattage.,The TV show in Hell is called 'Hot Tub Time Machine'.,Looks like these souls have found their perfect channel.
621,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an office or dressing room 
 description: A man in a suit of armor is standing in front of a full-length mirror. A man in a business suit is standing next to him, smiling. 
 uncanny description: It is unusual to see someone in a full suit of armor in a modern setting, especially with a businessman. 
 entities: Knight, Businessman <> 
 funny caption: [/INST]",When your boss tells you to dress code is 'chivalry'.,"""When you finally realize that your boss doesn't care what you look like, it's time to break out the chain mail."" (Explanation: This caption plays on the idea of the knight being dressed in armor while the businessman is dressed in a more typical business attire. By making a reference to breaking out of something, the caption implies that the knight is no longer feeling self-conscious about his appearance.)","Knight: 'I guess it's true what they say - behind every businessman, there's a knight in shining armor.' Businessman: 'Well, at least he's not wearing my shoes.'","""A knight in shining armor trying to make a deal with the devil in a business suit."" This caption plays on the idea that the knight looks out of place in a modern setting and that he is dressed in a way that suggests he is trying to impress someone important. The devil in the business suit adds an unexpected twist to this scene, making it even more amusing.",The knight found his true calling as a corporate warrior.,"""I guess this is what they call 'armored negotiations'."" - The knight's suit of armor could represent his tough exterior while the businessman's suit represents his calculated approach. This creates an interesting contrast between the two characters and suggests a humorous situation where the knight is trying to negotiate using force rather than logic.",The knight finally found his true calling - selling suits of armor online.,"The knight's looking pretty sharp in his suit of armor, but the businessman's outfit is positively armored.",Why did the knight break into song? He heard 'business' was booming!,"The knight may have been ready for battle, but he was certainly no match for this businessman's charm."
632,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an interrogation room 
 description: Two detectives are in an interrogation room. One is sitting at a desk with a microphone, and the other is standing with their hands on their hips. Behind them is a lineup of Russian nesting dolls of various sizes. 
 uncanny description: It is unusual to see Russian nesting dolls in a police lineup. 
 entities: Detectives, Matryoshka_dolls <> 
 funny caption: [/INST]","When questioning suspects, these detectives found themselves in quite the 'nest' of problems.","""Why did the detective bring his favorite Russian nesting dolls to work? To crack the case, of course!"" This caption plays off the idea that the Russian nesting dolls are somehow useful or important in solving the case being investigated in the interrogation room. It also uses a playful pun by referring to ""cracking"" the case, which could refer both to solving it and breaking it open (as one would do when stacking nesting dolls).",It turns out the Russian Nesting Dolls were just trying to make a statement.,Why did the matryoshka doll refuse to talk? Because it was afraid of being de-nested!,"The interrogator's question was simple, 'What do you have inside?' But when confronted with the lineup of Russian nesting dolls, it seemed like they had more than just secrets to uncover.","""Well, it looks like we've got our dolls lined up for questioning."" This plays off the idea of the Russian nesting dolls being used as witnesses or suspects in the interrogation.","The matryoshka dolls were only supposed to be used as props during the interrogation, but they ended up giving the detectives quite the 'nest egg' of evidence.","Why did the detective use Russian nesting dolls for questioning? He wanted to crack the case, but he couldn't find any bigger ones!","""What do you call it when a group of Russian nesting dolls get arrested? A Matryoshka-napping!"" This caption plays off the word ""Matryoshka"" which means ""mother"" in Russian, and also references the idea of taking someone into custody.",Why did the detective bring in a set of Russian nesting dolls? To crack open their suspect's secrets!
633,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a playground 
 description: Adults and children are playing on slides in a playground. The adults seem to be enjoying the slides just as much as the children. 
 uncanny description: It is unusual to see adults playing on slides meant for children. 
 entities: Adults, Children, Slides <> 
 funny caption: [/INST]","""It seems like these parents have forgotten their responsibilities and decided to take a break from being grown-ups for a moment."" This caption plays off the idea of adults behaving like they are still children, and taking pleasure in activities that are typically associated with youthfulness. By implying that the adults have forgotten their adult duties, it adds an extra layer of humor to the situation.","""Sliding into middle age: When grown-ups finally find their inner child."" This caption plays off the idea of adults enjoying slides, which are typically associated with childhood, and suggests that they are embracing their youthful spirit.",Slide and Glide: Who says that adult playtime is limited to swings and seesaws? These grown-ups have clearly mastered the art of slide and glide.,"""Sliding into middle age, one slide at a time."" This caption plays off the idea that it's unusual to see adults playing on slides meant for children, but also implies that they are embracing their inner child and having fun. The use of the phrase ""sliding into middle age"" adds a humorous twist by suggesting that the adults are literally aging while playing on the slides.",It's amazing how far we've come since recess was just running around the playground. Now we have full-on slide competitions!,"""Slide into adulthood with gusto - these adults are really getting the hang of it!"" This caption plays off the idea that it's unusual to see adults playing on slides meant for children, but also implies that they're having a great time and learning to enjoy life in a more carefree way.","""Slide and Glide into Adulthood: When the lines between child's play and adult leisure blur."" This caption plays off the idea that the adults in the playground are behaving like children, but also suggests that they are somehow growing younger or more immature by doing so. It implies that there is something both endearing and slightly unsettling about this behavior.","1) ""Slides aren't just for kids anymore, they're for anyone who wants to slide into their old age gracefully!"" This caption plays off the idea of adults using slides as a way to age gracefully, while also highlighting the fact that they are enjoying the same activity as the children.",Slide and glide your way into adulthood with our adult-sized slides!,Slides aren't just for kids anymore - they're the ultimate adult entertainment.
634,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a pyramid site 
 description: Two tourists are standing at the base of a pyramid, looking at a map. At the top of the pyramid, there is a vendor with an umbrella and a cart. 
 uncanny description: It's unusual to see a vendor at the top of a pyramid. 
 entities: Tourists, Vendor, Pyramid <> 
 funny caption: [/INST]",Looks like these tourists found their own version of the Great Pyramids of Giza - only this one comes equipped with a souvenir stand!,"""Looks like they found their pyramid scheme!"" This caption plays off the idea of the two tourists being scammed by the vendor selling them overpriced souvenirs from the top of the pyramid.","""It seems like this vendor is selling sandwiches from the wrong side of history."" This caption plays off the idea of a vendor selling goods from the top of a pyramid, which is an unusual location for such a business. The use of the word ""wrong"" adds a humorous twist by implying that the vendor is somehow misguided or out of place.",It looks like these tourists have finally found their way out of the tomb.,It looks like these tourists have finally found the missing link - between their sanity and this strange vendor on top of a pyramid!,It seems like the vendor atop this pyramid has found his niche - selling shade and snacks to weary travelers.,Looks like these tourists found the perfect place to buy souvenirs - right on top of a pyramid!,"Looking up from our map, we couldn't help but wonder who else was lost on this pyramid?",Looking to score some ancient artifacts? Just make your way to the top of this pyramid and ask for the 'mummy menu.',"Looking up to find your path, down to find a snack - what a pyramid scheme!"
640,test,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an open space 
 description: A mouse is riding a cat like a horse, using reins and a saddle. The cat is wearing sunglasses. Two other mice are watching this scene. 
 uncanny description: Mice don't ride cats, and cats don't wear sunglasses. 
 entities: Mouse, Cat, Sunglasses <> 
 funny caption: [/INST]","When you said 'ride or die', I didn't expect it to involve a rodent on top of a feline.",It's just another day at the office for this peculiar pair of coworkers.,"""This is just mouse-clever!"" - Explanation: This caption plays on the double meaning of ""mouse-clever,"" which could either mean cleverly done by a mouse, or clever thinking from the mouse itself. In this case, the mouse is cleverly riding the cat like a horse, so it fits the theme of the cartoon well.","""Well, well, well... looks like someone found their inner cowboy!"" This caption plays off the idea that mice aren't typically associated with cowboys or horses, but the mouse in the cartoon is clearly enjoying the experience of riding a cat like one. It also suggests that the two other mice watching the scene are surprised or amused by what they're seeing, adding an element of humor to the overall situation.",It looks like someone forgot the memo that 'mice on cats' isn't a thing.,Riding high on life - or just a cat's back.,It looks like the mouse finally found its inner cowboy - complete with a feline steed and shades to hide his rodent eyes.,It turns out that horses aren't the only ones who can ride in style.,When you put on your best 'I'm just a simple rodent' face.,"""Well, well, well...looks like the mouse finally found its inner cowboy!"" This caption plays on the fact that mice are typically small creatures that wouldn't have the physical ability to ride a cat like a horse. By suggesting that the mouse has discovered its ""inner cowboy,"" it implies that the mouse has found a newfound confidence and bravery, which is humorous given the unlikely circumstances. Additionally, the use of the word ""well"" adds a sense of irony and humor to the caption, as if the narrator is surprised at how absurd the scene is."
