contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
623,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: Roosevelt Kite Park 
 description: People are flying kites in a park. One of the kites is shaped like a dog. 
 uncanny description: A real dog is being flown like a kite. 
 entities: Kites, People, Dog <> 
 funny caption: [\INST]",Why did the dog go to the kite park? To show off its pawsome flying skills!,It seems like this kite park is not just for humans anymore.,"""When your dog becomes a flightless bird."" ",Why did the dog become a kite? Because he wanted to soar higher than his owner's expectations!,"""The ultimate airborne dog show!""]",Looks like someone's trying to catch their tail - except this time it's actually a dog!,It's always good to have a backup plan - even when it involves flying your furry friend.,It's clear the dog had the most bark for his buck.,"""Looks like someone took their furry friend for a wild ride - but watch out for those trees!""",I guess this dog is just a flyin' bystander.
624,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a cemetery 
 description: A man is lying in a coffin underground, looking surprised. Next to him, a skeleton in another coffin is holding a bouquet of flowers. 
 uncanny description: It's unusual for a skeleton to be holding flowers and for a living person to be in a coffin underground. 
 entities: Coffin, Graveyard, Skeleton <> 
 funny caption: [\INST]",Looking alive from the grave: A skeleton delivers a surprise birthday gift to its favorite corpse.,It seems like someone forgot to tell the dead that they were supposed to take things easy.,"""Skeleton: 'Hey there, Sleepyhead! Wake up, you dead guy!'""]",It turns out death isn't so bad after all. But it sure is confusing.,"Well, it looks like this guy didn't see his funeral coming.",I guess death isn't so bad after all... if it comes with free WiFi.,"""Looks like someone forgot their birthday.""",I guess this is what they call a 'deathbed roses.',I guess death really does bring out the best in us.,I guess this is the ultimate way to make sure your loved ones don't forget you.
625,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a baseball stadium 
 description: A caveman is standing at home plate in a baseball stadium, holding a large club and drinking from a bottle. A catcher is crouched behind home plate, and there are spectators in the stands. 
 uncanny description: A caveman playing baseball with a club and drinking from a bottle is anachronistic and out of place. 
 entities: Caveman, Baseball_player <> 
 funny caption: [\INST]",This caveman was definitely outfield.,"At last, the caveman found a way to enjoy modernity without sacrificing his primal instincts.",What's next? A club sandwich on home plate?,"Well, he's always been good at hitting things with a stick.","The caveman may have been out of his element on the baseball field, but he was definitely on top of his game when it came to hitting the bottle.","When you're a caveman playing baseball, you gotta make your own rules!",Looks like this caveman is really swinging for the fences... ...and swigging on a bottle of prehistoric champagne!,"It's amazing how far we've come as a society, even though this guy is still stuck in the Stone Age.",What's the deal with this guy? He's playing baseball like it's prehistoric times!,It's all good until the pitch comes flying towards your head.
626,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a ranch or rodeo arena 
 description: A man in a business suit is being thrown off a bucking horse. The horse is in mid-air, and the man is flying through the air with a surprised expression. 
 uncanny description: It is unusual for a man in a business suit to be riding a bucking horse. 
 entities: Businessman, Horse <> 
 funny caption: [\INST]",When you're trying to impress your boss but end up getting thrown off a bucking horse.,When your boss tells you to wear a suit to a rodeo.,"Well, he's definitely taking a risky approach to networking!","When your boss tells you to wear jeans on Casual Friday, you didn't expect it to literally throw you off.","When you say 'buckle down' at work, you never expect it to literally mean buckling down on a horse!",It's amazing how much more productive a meeting can be when everyone is wearing helmets.,"When you say 'ride the wild horse', you didn't mean it literally!","When you thought corporate meetings were boring, try this instead!","Well, I always knew I could handle anything thrown my way... except for this bull!",It turns out that the only thing more surprising than seeing a businessman on a bucking horse is seeing him wearing matching cowboy boots.
627,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a balcony of a tall building 
 description: A couple is sitting at a table on a balcony, holding menus. A waiter is standing inside, looking at them with concern. 
 uncanny description: The table is precariously placed on the edge of a building, which is not a typical dining location. 
 entities: Couple, Waiter <> 
 funny caption: [\INST]",Balcony dining: Where your order comes with a view of the ground.,Is this the best view? Or just a cliffhanger?,I guess they wanted to make it a real 'balcony' experience.,"""Looks like they're taking their date to new heights... literally!"" This caption plays off the double meaning of ""new heights"" - both the literal height of the balcony and the metaphorical height of their relationship. The phrase ""literally"" emphasizes the absurdity of the situation, making it more humorous.",It's amazing how far we've come since we started eating off of ledges.,"When your date asks if you'd like a view, you better have a steady hand.",Balcony Dining: Where your dinner is served with a side of vertigo.,Looks like they're getting ready for the ultimate brunch buffet - a leap off the balcony!,"When they asked for room service, the waiter had to give them a hard pass.","""I never thought I'd find love on the precipice of death."" "
628,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a bar 
 description: A large fish is sitting on a barstool at a bar, talking to the bartender. The bartender is standing behind the bar, looking at the fish. 
 uncanny description: Fish do not sit on barstools or talk to bartenders. 
 entities: Fish, Bartender <> 
 funny caption: [\INST]","It's a good thing the fish didn't order a drink, because it would have been disastrous.",Fish out of water? More like a fish in the middle of nowhere.,The bartender asked the fish if it wanted any gills with its beer.,Why did the fish cross the road? To find a new aquarium.,It's a miracle this fish didn't slip off the stool.,"""Well, it looks like someone's got gills and a credit card.""","The fish was feeling thirsty, so he asked the bartender for a tall order of water.",Why did the fish go to the bar? Because he wanted to get away from the net!,Fishy business at the bar: What's going on? Bartender asks.,Why did the fish decide to visit a bar? Because it heard they had great gill-tasting cocktails!
630,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a flooded beach 
 description: A man and a woman are sitting in water under a beach umbrella. They are wearing sunglasses and hats, and the man is shirtless. The water is up to their chests, and they appear to be sitting on chairs. 
 uncanny description: People don't usually sit in water with a beach umbrella as if they are on dry land. 
 entities: Man, Woman, Beach_umbrella <> 
 funny caption: [\INST]","They thought this was just another day at the beach, until the tide decided to join in on the fun.","When life gives you lemons, you make lemonade...or maybe just a really awkward picnic.",It's raining cats and dogs...and chairs.,It turns out that all those beach umbrellas have a hidden talent - keeping their occupants dry.,"It's a beach, but we're floating on air...in water.",Looks like these two found the perfect way to cool off during a heatwave - by becoming aquatic sommeliers tasting fine wines from the sea.,"""Drowning in style!""]",I guess this is what they call a 'dry day.',I guess it's just a matter of perspective.,Looks like they're trying to avoid the sun at all costs... even if it means being submerged in water.
631,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a train 
 description: A chef is sitting on a train, tossing pizza dough in the air. The passengers around him are focused on their laptops and seem unaware of the chef's actions. 
 uncanny description: It is unusual for a chef to be tossing pizza dough on a train. 
 entities: Chef, Passengers, Pizza_dough <> 
 funny caption: [\INST]",The only thing more exciting than a flying pizza crust was the promise of 'unlimited WiFi' on this train.,"""Chef: 'Who needs WiFi when you have pizza?' Passengers: *still scrolling through Instagram*""]",The chef was making his own personal pizza storm on this train.,"Looks like this chef is cooking up something special, but only the pizza is aware.","It looks like the chef is trying to make the next big meal happen on this train, but it seems like he's the only one paying attention.","Chef: 'Just thought I would whip up a quick pizza on my way to the next city.' Passengers: 'Oh, look another laptop!'",It looks like the only thing in this train that isn't a laptop.,Chef cooks up a storm while passengers remain unfazed.,"The chef was tossing pizza dough, hoping it would land on someone's laptop screen instead of just being ignored by the train's passengers.","When you said you were bringing 'pizzas-to-go', I didn't expect it to be a literal 'go'. #ChefOnTheTrain"
635,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a restaurant 
 description: Two people are sitting at a table in a restaurant, having a conversation over glasses of wine. One of them is wearing a suit of armor. 
 uncanny description: It is unusual for someone to wear a suit of armor to a modern-day restaurant. 
 entities: Knight, Date <> 
 funny caption: [\INST]","It's just me and my date, sipping on some Chardonnay in this armor-clad establishment.",The knight realized he forgot his sword at home and had to make do with a glass of Chardonnay.,This knight must have been on a mission to slay boredom.,Cheers to love being in armor - it's proof we're knighty!,The knight found true love - a date night in a chainmail suit.,The knight decided to take his date on a medieval-themed night out. He thought it was chivalrous.,What do knights order at a restaurant? A chalice of water!,"It's a date night, but she's bringing her own bodyguard.",Cheers to finding love while wearing medieval armor!,Knight's move: He took her out on a date in full plate mail.
638,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a city street 
 description: Two men are standing on a sidewalk. One man is using drones attached to his shoulders to lift his arms. 
 uncanny description: Drones are not typically used to lift people's arms. 
 entities: Drones, People <> 
 funny caption: [\INST]","""These guys must have really bad posture.""",It looks like these guys are flying their own personal airplane.,The drone arm lifters have officially taken over.,It was a bird...or was it a drone?,When your boss expects you to do more than just hit 'reply all'.,Looks like these guys are trying to find their inner Arnold Schwarzenegger.,"""Why did the drone break up with its human partner? Because it felt like they were just winging it.""",Looking to add some wings to your daily commute? Why not try attaching a drone to your shoulders and give yourself a hand?,Looking to gain an extra arm? Drone technology to the rescue!,Looks like these guys found a new way to avoid doing chores at home.
639,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a medieval tower 
 description: A man is standing at the base of a tall tower, holding a pair of scissors. A woman is leaning out of the tower window, letting down her long hair, which the man is about to cut. 
 uncanny description: The man's hair is impossibly long and reaches all the way up to the tower window. 
 entities: Man, Woman, Tower, Scissors <> 
 funny caption: [\INST]",I guess cutting hair was never meant for tall towers.,The barber finally decided to take his business to new heights.,Why did the man climb the tower? To cut off his own long locks!,"Looks like she could use a trim, but he's got his own set of loppers.",She was feeling a little heady.,Looking to trim your tower?,"She may have long locks, but he's got a choppy future ahead.","Hair today, gone tomorrow - unless you're a towering genius who knows how to cut it yourself!",The barber was cutting corners... literally.,When your haircut appointment runs late...and it's not just because of traffic.
641,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a city apartment 
 description: A shepherd is sitting on a couch in a living room, surrounded by a flock of sheep. The shepherd is holding a crook and appears to be relaxed, with his feet up on a coffee table. The cityscape is visible through the window. 
 uncanny description: It is unusual for a shepherd to have a flock of sheep inside a city apartment. 
 entities: Shepherd, Sheep <> 
 funny caption: [\INST]","""Sheep's Night In: Shepherding in the City"".",The only thing more out of place than a shepherd in a city apartment is a unicorn in a bathtub.,"""When your inner herding instincts become your only source of entertainment.""","""Shepherd: 'Why did the sheep cross the road? To find a better pasture...or a more spacious apartment!'""]",It's amazing how far a flock of sheep can take you.,It's sheep-herding season in Manhattan!,City life can be woolly sometimes.,It's hard to find a good wool-lined couch in this city.,"Sheep don't do well in high heels, but they sure know how to add some style to a city apartment!",The shepherd finally found the perfect place to graze - on his own couch!
642,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a city sidewalk 
 description: A person wearing an apron and a cap is standing in a doorway holding a stack of pancakes. A woman is walking by and looking at the person with the pancakes. 
 uncanny description: It is unusual for someone to stand in a doorway holding a stack of pancakes. 
 entities: Pancakes, Pedestrians <> 
 funny caption: [\INST]","Well, it seems like this lady is quite 'flapjack-ulous'.",Pancake Standoff: Who gets the last pancake?,"""What did the pancake say when the woman walked by? 'I'm just flipping my way through life.'"" ",The chef's latest creation? A tower of flapjack-tastic!,"Well, when life gives you lemons (and pancake batter), you make lemonade (pancakes)!",Why did the chef become a street vendor? Because he couldn't find a table!,The ultimate breakfast sandwich?,I guess they say breakfast is the most important meal of the day... unless you're trying to impress the neighbors.,Why did the chef leave his cooking utensils at home? He wanted to show off his flippin' skills on the street corner!,The breakfast burrito king decided he needed to switch things up and went all out on pancake day.
645,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: in front of a tilted house 
 description: A couple is talking to a real estate agent in front of a house. The house has two large ladders leaning against it, and the house itself is tilted. 
 uncanny description: Houses are not typically tilted and do not have large ladders leaning against them. 
 entities: Couple, Real_estate_agent, Tilted_house <> 
 funny caption: [\INST]",Looks like this house needs to straighten out its priorities.,I guess this was built on a hill...but they didn't account for gravity.,Why did the couple buy a house with built-in stairs?,It's hard to find a realtor who knows how to straighten out a crooked house.,Looking for a place where your dreams won't go up in smoke... literally!,It's a ladder house! Just climb up to the second floor and you'll find your dreams. Or maybe they're just trying to reach the roof.,Welcome to 'The Leaning Ladder Realty' - where we specialize in selling houses that are so bad they need extra support.,"""Looks like this house just wants to be on Instagram!"" ","Real Estate Agent: 'So, how much are you willing to pay for this unique property?' Couple: '$5000...per ladder.'",I guess this is technically a 'double-decker' home!
647,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a water ski ramp 
 description: Two people are skiing off a ramp into the water. One is dressed in a swimsuit, and the other is dressed in winter ski gear. 
 uncanny description: It is unusual to see someone skiing in a swimsuit alongside someone in winter ski gear. 
 entities: Water_skiers, Ramp <> 
 funny caption: [\INST]","Winter's here, but it looks like these two water skiers forgot their sense of seasonality.","Winter is coming, but these guys aren't ready to let go of their summer hobbies yet.","""Looks like they're trying to make it happen by going backwards.""",Why did the swimmer wear ski boots? To avoid being a polar bear.,Skiing on opposite sides of the spectrum,"It's hot outside, so why not wear your bikini on the water ski ramp?",What do you call two people trying to make the most out of a bad situation? A water skier and a snowman having a snowball fight.,"Winter is coming, but these two water skiers are still going strong!",They're just two guys trying to find the middle ground.,"When you're trying to impress your grandparents, but all they care about is how warm you are."
648,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a stage 
 description: A magician is performing a trick with his assistant. The assistant is holding a paper shredder, and the magician is feeding a piece of paper into it while holding a magic wand. 
 uncanny description: Magicians typically don't use paper shredders in their acts. 
 entities: Magician, Assistant, Paper_shredder <> 
 funny caption: [\INST]",The magician's new paper-shredding act was cutting edge...literally.,The magician's assistant didn't realize she was the star of the show until she got her own paper shredder.,"The magician decided to add a new twist to his classic sawing a woman in half illusion. He recruited a paper shredder as his assistant, and the audience was shocked when he actually chopped her into bite-sized pieces.",The magician was shredding his secrets faster than he could say 'abracadabra!',The magician's new paper shredding act is sure to cut through the competition.,I'm sure this is just another one of those 'paperless' tricks.,The magician's paper shredding assistant was just a cut above the rest.,The magician was really pulling off a shredding illusion.,The magician pulled off the ultimate illusion - turning paper into confetti!,When your paper-shredding assistant becomes more useful than your magic wand.
650,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a therapist's office 
 description: A man is lying on a couch with a large bell covering his torso. A woman, possibly a therapist, is sitting in a chair next to him, looking at him. 
 uncanny description: It is unusual for someone to have a large bell covering their torso during a therapy session. 
 entities: Therapist, Patient, Bell <> 
 funny caption: [\INST]","When your therapist asks how you're feeling, you just say 'ding ding ding'.","When your therapist suggests you need to 'open up', they really mean let out a ring.",Ring any bells yet?,"The patient couldn't stop ringing the bell, so the therapist had to put it on him.",Why did the patient bring a bell to therapy? Because he wanted to ring in the changes!,"The sound of bells tolling from within could be heard in every corner of the room, making it clear this patient was ringing out loud.",Why did the patient bring a bell to therapy? Because he wanted to find his inner chime.,Why did the patient bring a bell to therapy? To ding when he had an epiphany!,"""What did the bell say? 'I am here to help you find your inner peace.'""]",What do you mean 'talking out your feelings?' This guy's got a whole symphony inside him!
651,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: doctor's office 
 description: A man is sitting on an examination table in a doctor's office. He is wrapped up in a large snake, and the doctor is standing in front of him, holding a clipboard and talking to him. 
 uncanny description: It is highly unusual and dangerous for a person to be wrapped up in a large snake during a medical examination. 
 entities: Patient, Doctor, Snake <> 
 funny caption: [\INST]","The patient was trying to find the cure for his fear of snakes, but it looks like he ended up with more than he bargained for.",It turns out the patient had a venomous case of writer's block.,It's not every day you get bitten by a python while waiting in line at the DMV.,The doctor told me it was just a common cold... turns out it was a python.,It's important to note that this procedure is only recommended for those who have a strong tolerance for constrictors.,I told my doctor I was having trouble sleeping. He gave me a snake.,It turns out the patient wasn't just feeling under the weather; he was feeling downright snaked.,"Well, this makes my Hippocratic oath a lot more literal.",The patient's family was relieved when they found out it was just a python and not a cobra.,Why did the snake refuse to let go? Because it found out the patient had a heart of gold.
653,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a social event 
 description: Three people are at a social gathering, holding drinks and conversing with a giant mosquito that is also holding a drink. 
 uncanny description: It is unusual for a giant mosquito to be at a social gathering and holding a drink. 
 entities: People, Giant_mosquito <> 
 funny caption: [\INST]",The mosquito was clearly the life of the party. Everyone else just tried to keep their distance.,"It's a good thing mosquitos have small mouths, otherwise they would be getting into all kinds of sticky situations.",It's hard to find a place where no one wants to bite you.,The mosquito is a true party animal!,They must have been buzzed by the happy hour specials!,"1) ""It's a mosquito party! And it's bugging me."" ",It's amazing how much more interesting a party becomes when everyone has a giant mosquito to talk to.,It's a miracle this mosquito hasn't been swatted away yet.,When life gives you lemons...and mosquitoes.,"""Looks like someone had a bad case of 'Mosquito-Toes'!""]"
654,train,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a restaurant 
 description: A man is sitting at a restaurant table with a bowl of soup in front of him. A tornado is coming out of the soup, and the waiter is standing nearby. 
 uncanny description: Tornadoes don't come out of bowls of soup. 
 entities: Tornado, Waiter <> 
 funny caption: [\INST]",Looks like the chef put a twist on their famous stormy broth.,"The wind blew so hard, it was almost like a salad dressing.",The storm had arrived early at this restaurant.,Looks like the chef got carried away with the garnish.,The customer asked for extra protein...I didn't know he meant it literally!,It turns out that this soup was just a cover-up for a very stormy personality.,The waiter must have put extra salt in my soup.,It looks like the waiter was trying to make a point about portion sizes.,Why did the tornado order the hot and sour soup? To get a little spicy twist on the classic soup!,Looks like this guy ordered 'The Twister Soup Special'
