0,1,2,3,4,5,6,7,8,9
Not nearly as surprised as we were.,"Well I’ll be, every kid was right after all.",I thought we were avoiding Rosemary and Basil.,We're waiting on a pizza.,We’re re-enacting an old episode of the Twilight Zone.,It’s a lot to digest.,"Oh, sorry, we thought you had ordered a small piazza.",We're not delivery. We're the Digiornos.,"If you wouldn't mind, it took us 30 minutes to get this table.","This is all-people. I ordered half-people, half anchovy"
Don't you even think about trying to get to second base!,"If you're allergic, why do you keep ordering it?",Well that was embarrassing!  You yelling murderer at the seafood restaurant.,"You just can't let go of anything, can you?",Something other than a head shot on your profile wouldn't hurt.,You just had to snap at the waiter again didn’t you.,Why can't you just get tattoos like everybody else,"Somehow, it never feels like a playful pinch.",One day those things are gonna land you in a lot of hot water.,Pinch me one more time and you'll be swimming in butter.
"Roger, let's just hope he's not part of a Costco 3 pack...","Don't worry, it runs slow.",Be very careful. I’m not sure it’s organic.,Just do as I do....I’ve been in sticky situations like this before....,"They're viscous, not vicious.",I've seen bigger ones at Costco.,"Careful, it looks viscous.","Uh oh, I think today's the day the teddy bears have their picnic.",Just play bread,Very slowly hand me the cap.
I can sandwich you in.,"You may be a toastmaster, but you have to be a member to attend.","Sir, we have been booked for a week. There is no way we can sandwich you in for a table.","Sorry, we aren't serving bread today.",Looks like the others in your party have already been seeded.,"Sir, they proposed a toast - it wasn't an invitation.",Is a basket okay?,No reservation? I’m afraid you’re toast.,"I understand your shock, sir. Spotting a family member in the bread basket can be very traumatic.","Sorry, sir.  No one proposed a toast this evening."
It just hasn’t been the same since they lost their Michelin star.,I can think of a few discouraging words right now.,Try not to make pigs of yourselves.,"When the review said you will eat like a pig at this restaurant, I didn't think it was literal.","Maybe you shouldn't have ordered the ""Trump Special "",,, ?","This isn't what I had in mind when I heard ""farm to table.""",And is this from a local trough?,They say it's the latest in farm-to-table.,Colorful for Dinner,"Dig in, folks, before the flies get here."
The MTA has a unique way of dealing with whistleblowers.,That's what you get for calling Moby-Dick overrated!,"Next time, ye'll remember yer MetroCarrrd.","After seeing my spring collection, they really slashed our Fashion Week budget.","'Tis true he won't drown, but he'll be contracting a nasty foot fungus.","Yaar, and good luck getting an express train back uptown!","Doors are closing, mind the plank",This used to be a lot more fun when we rode the Staten Island ferry.,Ocean Avenue.,Who picked this team building exercise?
What makes you think you're not in the control group?,Are you experiencing any side effects?,Is your name really Charlie Horse?,The doctor says I should shoot you.,"I said they were horse pills as a joke, I didn't mean to offend.","No, um sir. That would be the Farmacy.","Sorry to saddle you with the expense, but your insurance only covers half.",But is your wife happy with the results?,I think the Doctor misunderstood you when you said you were a little horse.,"To be fair, it’s hard to adequately explain the side effect on a 20 second commercial."
"Really?  The cheese plate??  So you just assume that all mice order ""the cheese plate"" in your sick, twisted little world.",The kitchen is too crowded so I decided to eat out here.,I'll have the cheese board. Hold the trap.,Oh I'm very familiar with the menu. I'm in the kitchen every night.,"Oh, I'll eat anything.","Don't pretend you don't need the business, Diane.",I'll have what those folks dropped under their table.,I read a review that your food is garbage.,"It’s a bit racist of you to assume, but yes, I actually WOULD like some cheese to start.","Do you have lactose-free cheese? If not, I'll go with the PBJ."
Looks like we aren't the only ones trying to get away from the city.,You take the two train and I’ll take the A train. I’ll be in Brooklyn afore ye.,Amazing! I've never seen one in the wild...and on schedule!,This means there has to be a hot dog stand nearby.,"Clearly, we're lost. We were supposed to connect with the Q.",Don't panic: they're not dangerous as long as we stand clear of the closing doors.,I knew we'd find them if we followed their tracks.,"Ah, yes, from the pre-corona era. They were used for some barbaric thing called 'mass transit.'",Let's wait for the E so we don't have to transfer.,Fuck Trump.
"Yeah, it’s hot, but we have unlimited toilet paper.",These hot flashes have got to stop following me to work!,"Sorry. This is only the Limbo level. You need to go down through Lust, Gluttony, Greed, Anger, Heresy, Violence, Fraud, and Treachery to get to where they’ve moved the Oval Office.","Honestly, the worst part is the music.","Sorry, Republican Senators only.",Stairway to Heaven's around the corner.,"Great Balls of Fire? More like Great Shaft of Fire! No, it’s a Jerry Lee Lewis song and also a euphemism for my penis. Look, forget it. Nevermind. Forget I said anything.",Jump in--you just got hired by the Trump administration!,"I’d tell you to wait for the next one, but this elevator takes an eternity.”",This is actually a handbasket.  The elevator's over there.
Maybe it's time to start talking about the giraffe in the room.,I told you it was literally a zoo down there.,I suppose this is better than the tail.,Could be worse. This end only needs to get fed.,"Honestly, I thought I was just getting a tote bag.",I'm starting to rethink a lot of the impulse buys I made online in March...,"Concrete jungle, am I right?","Elephant in the room, giraffe, whatever. Let’s not talk about it.","Well, it did say one of a kind views","Feng shui or no feng shui, I say we move the couch three feet so I can see the damn TV."
"Sandbagging the election, one voter at a time.",You put a door in right?,Build it higher. I'm not coming down until  2020 is over!!!,Is this like a metaphor?,"Mom, no, not that one! I’ll crumble and 2020 has already been hard enough.",I changed my mind. I want to be the prince.,"I'll make more money on this high-rise if I don't pay you, loser.",But you said you preferred my hair short,"Next, make me a chamber pot.",What's our exit strategy?
It's still better than staying at your mother's.,King size my ass.,Who knew being dethroned would be this confortable?,My kingdom for a mattress!,I now understand why we have no heir to the throne,"It goes your leg, then my legs, then your leg. I'm on the inside. What don't you get?",Swinging in the reign,How long can it really take to reupholster two thrones?,We’re in this together right?,How are we ever going to have children?
"It’s an unfortunate side effect, but you now have 70% immunity to Covid.",Look at you. I remember when you were just a little rat runt,"Well, on the bright side you're now the Big Cheese.",Still can't believe I get paid 80% of your salary,Your intimate knowledge with scientific experiments is a great resource for me in this work on mice and Covid 19!,"Sir, it is a real honor to work for someone with your laboratory experience","Oh yes, Dr. Ratagain.  I have wanted to meet you ever since I read your works back in 2020.  Thank you for this opportunity to work with you.","So, what's your pronoun?",I understand you came up through the ranks.,"Mickey, you were amazing."""
I'm too stoned to come down.,Can you see Russia from there?,I call it a walk-up. My next idea is the brownstone.,"Did you seriously get me a Stair Master for my birthday, Ron??",Stairs are okay....but have you seen the wheel?,"You’ll do anything to avoid hunting and gathering, won’t you?",Do you think this is the right angle?,You’re a hoarder Mike. There I said it.,"Yes, it's Pythagoras, how did you know?",Invest in the first ever pyramid scheme!
Now I understand why it’s called Jonah’s,"kinda gives catch of the day a
different perspective..","At a time like this, we must ask the question: ""What would Jonah do?""","I guess we should have been more specific about ""all you can eat.""",Some guy named Jonah is joining us for dinner.,"Last time you pick the spot for a pop-up, Jonah.",We may have taken the 'farm to table' dining concept too far.,On this week’s episode of Hell’s Kitchen...,"In hindsight, we should’ve gone with the vegan menu.","Call you Ishmael?
Call me bouillabaisse!"
It sure beats herding cats.,Are you closing your eyes or did you finish counting?,Watch what happens when I yell MOTHS!,"WAKE UP !! I told you to never count them!!""",We're named after them.,I don’t see why it’s so hard to round up all the humans for their vaccinations...,I enjoy being around animals that smell worse wet than we do.,"The challenge you see, is doing the job without falling asleep",Watch out! If that one escapes we lose herd immunity,Are you sure they're mine?
Where's the triangle? I practiced with a TRIANGLE!,the right one is for pizza delivery,Remind me again why we hired a Bauhaus architect?,"No no, that one is for the pizza!","It’s freedom of choice, but the destination is always the same.",Is this part of our new diversity program?,"Where's Peg?""","I just think to be politically correct we should we have a triangle one, too.",Oh no - we've gone metric!,I think we're being polerized.
Remember when I told you my ex-wife has powerful friends?,He’s been under a lot of low pressure lately,"The forecast calls for vengeance, with a chance of calamity.",Well he has been under a lot of Barometric Pressure.,They must have gotten blown over from a red state.,I can handle threatening clouds. What I can’t except is bullying clouds.,It's cloud illusions I recall. I really don't know clouds at all.,"""I didn't think you were referring to umbrellas when you asked me to bring protection.",‘He’s ready to rumble.’,I wouldn’t hold your breath for silver lining.
