contest_number,image,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
553,553.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a post-apocalyptic landscape 
description: Two people are sitting on rocks in the middle of a post-apocalyptic landscape. They appear to be having a casual conversation despite the destruction around them. 
uncanny description: It's unusual for people to have a casual conversation in the middle of a devastated, smoking wasteland. 
entities: People, Destruction 
Generate a funny caption for the image: [/INST]","you're trying to keep the peace amidst nuclear fallout.""","your favorite coffee shop becomes its own battlefield.""",", at least we have 'rock-bottom' experiences."" -JoeDator","your favorite coffee shop was hit by a stray asteroid.""","were just trying to enjoy their picnic until they realized the 'smoke' from the barbecue came from actual smoke.""","you realize your Netflix subscription is canceled—but at least there's no one else to judge your 'new year, new me' resolution.""","t just me, or does this rock make my butt look big?"" - A poignant commentary amidst the rubble.","your neighborhood barbecue got a bit out of control.""","your commute goes from a traffic jam to a literal apocalypse.""","the only available seating is rubble, you make do—and find common ground over shared misery."""
568,568.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a social gathering 
description: A woman is holding a glass and talking to two people who are tied up and standing in buckets. The scene appears to be at a social gathering. 
uncanny description: It is unusual for people to be tied up and standing in buckets at a social event. 
entities: People, Buckets, Rope 
Generate a funny caption for the image: [/INST]","you realize the party has gone from 'dressy' to 'buckety.'""","the host's party games take a wrong turn...""","the party gets out of hand—literally!""","your host's party games take a turn for the unexpected.""","your icebreaker goes a tad too far.""","your party game goes wrong, it's time to 'buckle down' and make a splash!""","you accidentally put your name on a dating app instead of a party invitation.""","your host's dinner party goes off the deep end.""","your art installation becomes a surprise party.""","your host's party game goes a little too far."""
575,575.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a grassy field 
description: Two ancient warriors on horseback are leading a procession of modern businessmen carrying briefcases through a grassy landscape. 
uncanny description: It is unusual to see ancient warriors leading a group of modern businessmen. 
entities: Ancient_warriors, Businessmen 
Generate a funny caption for the image: [/INST]","you realize your board meeting just turned into a reenactment.""","the past meets the present - an old-world chariot race vs. a new-world corporate sprint.""","your presentation requires a touch of historical flair.""","ent Warriors, Modern Briefs: When History Meets Today's Hustle!""","your office meeting takes a literal turn into historical reenactment.""","the board meeting gets so intense, even Zeus sends his best mythical chariots.""","the board meeting goes medieval.""","your company's team-building retreat takes a historical detour.""","even your archery skills don't impress the new interns.""","your old school board meeting gets a little outdated."""
576,576.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a park or garden 
description: A woman is standing in front of a tree. Hanging from one of the branches is a cocoon with a human face emerging from it. 
uncanny description: Cocoons do not have human faces emerging from them. 
entities: Woman, Tree, Cocoon 
Generate a funny caption for the image: [/INST]","you realize your favorite author's next novel was actually written by this tree.""","your childhood dream of being a butterfly comes true... except less buggy.""","ultimate close encounter with nature's prankster.""","you're feeling 'butterflied' by life's metamorphosis.""","re's latest surprise: 'When you discover you're in charge of your own metamorphosis.'""","your life feels like it's being transformed into something new and unrecognizable.""","you realize your favorite author's new novel isn't going to write itself.""","your butterfly emerges just a little too self-aware.""","nature takes its sweet time with your order at the chrysalis drive-through.""","you realize your favorite 'butterfly' show was just a very long metamorphosis special."""
578,578.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a restaurant 
description: A couple is having a quiet dinner at a restaurant. Suddenly, a waiter rushes in with a pizza, followed by a crowd of paparazzi taking photos. 
uncanny description: It's unusual for paparazzi to follow a waiter into a restaurant. 
entities: Couple, Waiter, Paparazzi 
Generate a funny caption for the image: [/INST]","your server brings out the 'house special' and it's not quite what you were expecting.""","your server brings out the 'celebrity special' and you realize you're not at the right table.""","your local sushi place becomes a celebrity hotspot overnight.""","your meal turns out to be a starstrucking affair.""","your favorite chef reveals he's also a secret superhero — and he's just finished saving the world.""","your date becomes a news flash before dessert.""","your date's favorite dish isn't on the menu—and they have a secret love for pizza.""","you order 'the works' and your server turns out to be the star of a blockbuster.""","you realize your tablemate is a celebrity...and they didn't invite you.""","the 'paparazzi special' turns out to be more literal than expected."""
579,579.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a living room 
description: Two people are sitting on separate couches, facing each other. Between them, a cat is lounging on a throne, wearing a crown and a royal robe. 
uncanny description: It is unusual for a cat to be treated like royalty and sit on a throne with a crown. 
entities: Cat, Throne 
Generate a funny caption for the image: [/INST]","you're a feline monarch and your human subjects are just figuring out how to address you.""","the feline ruler demands its annual 'purre'viewal assembly.""","your feline friend's new bedding has it purring like Cleo.""","you realize your feline companion has been secretly plotting its rise to the throne while you were busy binge-watching.""","your feline overlords demand to be served 'purritinis' while reclining on a velvet throne.""","your feline friend suddenly demands a kingdom.""","your human's idea of 'royal treatment' means getting dressed up for a Netflix binge.""","the feline ruler demands your attention from his regal perch.""","your cat suddenly becomes the monarch of the house.""","your feline friend decides it's time to ascend to the throne."""
590,590.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a prehistoric cave 
description: A dinosaur is drawing cave paintings on the wall while two cavemen watch from the entrance of the cave. 
uncanny description: Dinosaurs and humans did not coexist, and dinosaurs did not create cave paintings. 
entities: Dinosaur, Cavemen, Cave_paintings 
Generate a funny caption for the image: [/INST]","your buddy asks you to hold his beer while he 'quickly' finishes painting the Sistine Chapel.""","your roommate's art project is a bit...dino-mite.""","your 'artistic expression' is a millennium ahead of its time.""","your roommate brings home a new pet and decides it's time for a group art project.""","your art class gets a little...prehistorically challenging.""","your art class gets a little too Jurassic!""","your art class gets a little too Jurassic.""","your roommate forgot to pay rent again.""","your roommate says they're 'working on something,'""","your roommate refuses to clean up after themselves and you're left to do all the chores."""
600,600.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a spaceship 
description: Three aliens are standing in a spaceship, looking at a dog that is sitting in the middle of the room. The spaceship has large windows showing outer space. 
uncanny description: Aliens and dogs don't usually interact in a spaceship. 
entities: Aliens, Dog 
Generate a funny caption for the image: [/INST]","your canine companion becomes the center of intergalactic attention.""","your best friend from another galaxy becomes your captain's new first mate.""","your best friend comes on board and suddenly becomes the center of attention.""","your alien overlords decide it's time for 'Fetch.'""","your best friend shows up on a flying saucer.""","your best intergalactic pal drops in for a visit.""","ns pondering their new cosmic cohabitant - 'Is it bark we hear or just our intergalactic dog whistle?'""","your intergalactic road trip gets a little 'ruff'""","your extraterrestrial pet sitter shows up.""","your crew discovers their first-ever intergalactic 'man's best friend.'"""
603,603.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a mountain ledge 
description: A hiker has climbed up a mountain and is looking at a wise man sitting on a ledge. In the background, there are people sitting at tables as if they are in a restaurant. 
uncanny description: It's unusual to see a restaurant setup on a mountain ledge. 
entities: Hiker, Wise_man, Diners 
Generate a funny caption for the image: [/INST]","you finally reach the peak, only to find out it's just a cafe with Wi-Fi.""","you finally reach the peak, only to find out it's just a fancy outdoor cafe.""","your 'hike' turns out to be a steep climb to the most unexpected fine dining experience.""","your hike takes a detour through fine dining.""","your 'hiking trail' leads you straight to a fine dining experience.""","the adventure gets so real it feels like a sit-down meal.""","you finally find your Zen spot, only to realize it's a popular dinner spot.""","your dinner reservation turns out to be on top of a mountain.""","your GPS leads you straight into a fine dining experience.""","your 'hike' turns into a fine dining experience."""
604,604.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a cave 
description: A caveman is painting a picture of a mammoth on the wall of a cave. A real mammoth is standing nearby, watching him. 
uncanny description: The mammoth seems to be observing the caveman's artwork as if it understands. 
entities: Caveman, Mammoth, Cave_painting 
Generate a funny caption for the image: [/INST]","your muse becomes your roommate.""","your art style is so lifelike, even the subject starts questioning its existence.""","your art is so good, even the animals show up for opening night.""","your ex sees you're moving on.""","your best friend becomes your worst critic.""","your subject matter doesn't appreciate being immortalized.""","your subject matter walks right into your cave...""","your art critic is your subject.""","your muse walks right into the frame.""","your art inspires the very subject itself."""
615,615.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a dock 
description: Two men are sitting on a dock, fishing. One of them has caught a chandelier with his fishing rod. 
uncanny description: It is highly unusual to catch a chandelier while fishing. 
entities: Fishermen, Chandelier 
Generate a funny caption for the image: [/INST]","you're just trying to catch a light bite.""","your fishin' skills finally pay off... literally!""","you're trying to 'catch a big one,' it's hard to anticipate when your catch includes some serious interior decor.""","you're feeling fancy after a long day of catching nothing but air.""","you're hoping for a light bite—but end up reeling in a crystal chandelier instead!""","your lucky day at the fish market takes an unexpected turn.""","they say 'catch of the day,' this wasn't exactly what we had in mind!""","your 'catch' doesn't swim away fast enough.""","your fishin' skills meet interior design aspirations.""","you're just trying to catch some light..."""
617,617.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: hell 
description: A group of people are standing in front of a television that is showing flames. A devil-like figure with a trident is standing nearby, overseeing the scene. 
uncanny description: People in hell are watching a TV showing flames, which is an unusual form of punishment. 
entities: People, Devil, Television 
Generate a funny caption for the image: [/INST]","king News from Hell: We're Now Offering Live Streams of Flames - Same As It Ever Was!""","s like the latest reality show is getting a little too hot!""","your favorite show gets canceled.""","you're stuck in Hell and Netflix just released a new season of 'Fires.'""","you realize your cable package doesn't include sports coverage.""","devil's new favorite reality show: 'Flames R Us!'""","s like they're trying to make it rain down here!""","a fiery ratings boost! Satan's new hit show!""","you realize your streaming service has been replaced by 'Flames On Demand'.""","ell's waiting room, they even have reruns of 'Dante's Inferno'."""
621,621.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an office or dressing room 
description: A man in a suit of armor is standing in front of a full-length mirror. A man in a business suit is standing next to him, smiling. 
uncanny description: It is unusual to see someone in a full suit of armor in a modern setting, especially with a businessman. 
entities: Knight, Businessman 
Generate a funny caption for the image: [/INST]","your boss asks you to dress like a medieval warrior for 'team building day'.""","your office dress code goes medieval.""","the dress code calls for 'medieval chic' at work.""","the board meeting goes sideways.""","your medieval roleplaying gets serious enough for a board meeting.""","your coworker's 'work from home' setup involves medieval chic.""","your Monday morning meeting involves medieval courtroom drama.""","knight's reflection seemed puzzled by the businessman's tie.""","your coworker shows up in medieval gear and expects you to play knight and shine his helmet.""","your boss surprises everyone by showing up to work as a medieval knight."""
632,632.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an interrogation room 
description: Two detectives are in an interrogation room. One is sitting at a desk with a microphone, and the other is standing with their hands on their hips. Behind them is a lineup of Russian nesting dolls of various sizes. 
uncanny description: It is unusual to see Russian nesting dolls in a police lineup. 
entities: Detectives, Matryoshka_dolls 
Generate a funny caption for the image: [/INST]","your suspect's family tree gets a little too tall.""","your suspect comes disguised as a stack of questionable choices.""","s like we've got our suspects all lined up—now where's the real culprit hiding?""","your investigation leads you down the rabbit hole!""","the usual suspects are all booked out, it's time to break out the 'olga's'!""","the suspect's alibi is 'I was just hanging out with my family, officers...'""","you're trying to solve a case, but the suspects keep shrinking!""","the suspect's alibi involves being inside a set of Russian nesting dolls...""","your suspect doesn't quite fit into the standard mugshot size.""","your suspect is a stack of secrets!"""
633,633.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a playground 
description: Adults and children are playing on slides in a playground. The adults seem to be enjoying the slides just as much as the children. 
uncanny description: It is unusual to see adults playing on slides meant for children. 
entities: Adults, Children, Slides 
Generate a funny caption for the image: [/INST]","king the rules at the kiddie park!""","work gets too stressful, sometimes all it takes is a slide back to childhood.""","ing into retirement - adult style!""","you realize it's 'adults at play', not 'children at play.'""","you realize your company's team-building event is just like kindergarten.""","you're an adult trying to relive your childhood at a playground - except your 'hang ten' looks more like a 'pancake'""","ts taking a leap back to their childhood playground fun.""","n-ups' Reunion: Where Playtime Never Gets Old""","your boss says 'think outside the box' at the company picnic.""","ting is tough; adulting on a child's slide? Piece of cake!"""
634,634.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a pyramid site 
description: Two tourists are standing at the base of a pyramid, looking at a map. At the top of the pyramid, there is a vendor with an umbrella and a cart. 
uncanny description: It's unusual to see a vendor at the top of a pyramid. 
entities: Tourists, Vendor, Pyramid 
Generate a funny caption for the image: [/INST]","ooks like we finally reached the top—but it seems our guide got lost in translation!""","your tour guide says 'the pyramids were built by aliens,' but it's just the local vendor taking a break on top.""","your guide accidentally leads you straight into the souvenir stand.""","you realize your guidebook didn't mention 'trendy tourist traps'""","your tour guide suggests 'taking the high road' literally.""","your phone dies on a hot day at the pyramids.""","you realize your travel guide forgot the most essential item: sunscreen.""","in Egypt, our guide took us straight to the gift shop.""","ing for the entrance to this 'pyramid of mystery' tourist trap—but at least we found the snack stand!""","you realize the only thing 'guided' about your tour is the price of the souvenirs."""
640,640.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: an open space 
description: A mouse is riding a cat like a horse, using reins and a saddle. The cat is wearing sunglasses. Two other mice are watching this scene. 
uncanny description: Mice don't ride cats, and cats don't wear sunglasses. 
entities: Mouse, Cat, Sunglasses 
Generate a funny caption for the image: [/INST]","you have a 'furry fast pass' to your favorite spot!""","your cat thinks it's a horse and your mouse takes advantage.""","your 'riding lesson' goes full 'Harry Potter.'""",your feline friend takes you on a whimsical journey through the 'mouse'trosphere.',"your best friend insists on a 'mouse-riding safari' and you're just trying to keep an eye out for predators.""","your best friend says they're a 'cat whisperer,' you gotta believe them... even if it means dressing up as a jockey.""","you realize your cat looks more stylish than you do.""","ld west showdown where the 'cat sheriff' must outrun his 'mouse deputy'.""","your best friend thinks they're a cowboy.""","your best friend becomes your pet chauffeur."""
643,643.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a concert hall 
description: A man in a tuxedo is sitting at a grand piano, wearing boxing gloves. He looks surprised or confused. 
uncanny description: It is unusual and impractical to play the piano while wearing boxing gloves. 
entities: Pianist, Boxing_gloves 
Generate a funny caption for the image: [/INST]","your opponent shows up at your classical performance!""","your conductor asks you to bring out the 'fight' music.""","your agent tells you it's 'fight music' time.""","your performance gets a little 'heavy' on the emotions.""","your musical performance gets interrupted by a sudden desire to fight the audience's indifference.""","your agent tells you to 'fight' for that solo.""","your symphony's interrupted by a surprise sparring match.""","the conductor asked me to wear my boxing gloves during the performance, I thought they meant it literally.""","your practice session gets a little too intense.""","your performance hits a new low - literally!"""
649,649.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a living room 
description: Two women are sitting on a couch in a living room, having a conversation. There is a railroad track running through the middle of the room. 
uncanny description: It is highly unusual and dangerous to have a railroad track running through a living room. 
entities: Railroad_track, Two_women 
Generate a funny caption for the image: [/INST]","you realize your neighbor's dog has been digging its way to your living room all day.""","your neighbor's new hobby involves impromptu cross-country travel and they forgot to mention it at the HOA meeting.""","n of thought derailing their conversation.""","your neighbor's DIY home renovation goes terribly wrong.""","your neighbor's new pet is a miniature train set.""","you realize your new apartment comes with its own 'train to nowhere' special feature.""","your neighbors say they love trains, you decide to bring the tracks inside.""","your favorite show isn't airing live... wait, scratch that.""","your friend's love for trains gets out of control.""","your neighbor's party takes a wrong turn."""
652,652.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a deserted island 
description: Two people are sitting on a small deserted island with a palm tree. They are looking at a floating island made of desserts, including cupcakes, cake, and candy canes. 
uncanny description: A floating island made of desserts is not something you would see in real life. 
entities: Stranded_people, Dessert_island 
Generate a funny caption for the image: [/INST]","your escape from reality ends up being sweeter than expected.""","ed: Lost at sea... or perhaps just finding our sweet spot!""","his isn't dessert paradise, I don't know what is!"" -Stranded_people","your shipwreck adventure turns into a sweet escape.""","great being stranded on a deserted island... except when your only company is a sugar rush sea monster!""","your deserted island adventure turns out to have a sweet twist.""","your 'desert' island ends up being a literal one.""","s like we've been marooned... on a sugar rush!""","you realize your vacation got sweeter than you bargained for.""","your tropical vacation goes from 'I wish we had brought more snacks' to 'We're stranded on an island of our wildest dreams!'"""
655,655.jpg,"[INST]  I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will provide a cartoon image with descriptions and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
image: <image> 
scene: a conference stage 
description: A person is standing at a podium giving a speech. Next to them is a massive globe of the Earth, with North and South America prominently displayed. 
uncanny description: The globe is unrealistically large compared to the person and the podium. 
entities: Speaker, Globe 
Generate a funny caption for the image: [/INST]","you're trying to make a global impact but your audience only pays attention to 'America'.""","your 'small world' theory gets a little too literal.""","your presentation topic is 'the state of our planet.'""","world is so big, they had to cut out Canada just to make the map!""","king news: The world just got smaller—with less room for error!""","your opening line about 'a world of possibilities' actually means 'literally, this room is gonna get very small.'""","your presentation on global issues suddenly becomes literal.""","your 'world view' literally means you have no clue how big the planet actually is.""","your speech on global warming literally becomes bigger than you.""","you realize your 'world' view is just one continent."""
